"UrineNumber","SampleReason","Date","BoxID","BoxPosition","Comments","Sampling_Cat","ExperimentalGroup","ExperimentalUnit","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineKingRemoval_DayDiff","UrineLastParturitionOirginalGroup_DayDiff","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount_Total","NextLitter_IndCount_Colony","UrineParturition_DayDiff","GestationStatus_Trimester","UrineDate"
37520,"PostPair10",2024-01-24,98,62,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,111,40,7,-87,1,9,1,-84,"FirstTrimester",2023-05-17
37549,"PostPair10",2024-01-24,98,56,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,113,42,9,-85,3,9,1,-82,"FirstTrimester",2023-05-19
37443,"PostPair10",2024-01-24,97,25,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,105,34,1,-93,-103,1,1,-188,"PreFirstConception",2023-05-11
37473,"PostPair10",2024-01-24,97,55,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,107,36,3,-91,-101,1,1,-186,"PreFirstConception",2023-05-13
37488,"PostPair10",2024-01-24,97,40,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,109,38,5,-89,-99,1,1,-184,"PreFirstConception",2023-05-15
37532,"PostPair10",2024-01-24,98,29,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,111,40,7,-87,-97,1,1,-182,"PreFirstConception",2023-05-17
37558,"PostPair10",2024-01-24,98,59,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,113,42,9,-85,-95,1,1,-180,"PreFirstConception",2023-05-19
37435,"PostPair10",2024-01-24,97,76,"","NoEviction","Lion",25,"BEF006","Sub","F","Helper","InGroup",NA,NA,665,34,1,NA,-10,1,1,-95,"Conception",2023-05-11
37467,"PostPair10",2024-01-24,97,53,"","NoEviction","Lion",25,"BEF006","Sub","F","Helper","InGroup",NA,NA,667,36,3,NA,-8,1,1,-93,"Conception",2023-05-13
37491,"PostPair10",2024-01-24,97,16,"","NoEviction","Lion",25,"BEF006","Sub","F","Helper","InGroup",NA,NA,669,38,5,NA,-6,1,1,-91,"Conception",2023-05-15
37519,"PostPair10",2024-01-24,98,47,"","NoEviction","Lion",25,"BEF006","Sub","F","Helper","InGroup",NA,NA,671,40,7,NA,-4,1,1,-89,"Conception",2023-05-17
37559,"PostPair10",2024-01-24,98,21,"","NoEviction","Lion",25,"BEF006","Sub","F","Helper","InGroup",NA,NA,673,42,9,NA,-2,1,1,-87,"FirstTrimester",2023-05-19
37436,"PostPair10",2024-01-24,97,44,"","NoEviction","Lion",25,"BEF036","Sub","F","Helper","InGroup",NA,NA,665,34,1,NA,-95,1,1,-180,"PreFirstConception",2023-05-11
37468,"PostPair10",2024-01-24,98,8,"","NoEviction","Lion",25,"BEF036","Sub","F","Helper","InGroup",NA,NA,667,36,3,NA,-93,1,1,-178,"PreFirstConception",2023-05-13
37496,"PostPair10",2024-01-24,98,64,"","NoEviction","Lion",25,"BEF036","Sub","F","Helper","InGroup",NA,NA,669,38,5,NA,-91,1,1,-176,"PreFirstConception",2023-05-15
37523,"PostPair10",2024-01-24,98,66,"","NoEviction","Lion",25,"BEF036","Sub","F","Helper","InGroup",NA,NA,671,40,7,NA,-89,1,1,-174,"PreFirstConception",2023-05-17
37553,"PostPair10",2024-01-24,98,15,"","NoEviction","Lion",25,"BEF036","Sub","F","Helper","InGroup",NA,NA,673,42,9,NA,-87,1,1,-172,"PreFirstConception",2023-05-19
31344,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,59,33,5,-16,-47,1,1,-132,"PreFirstConception",2022-02-20
31368,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,61,35,7,-14,-45,1,1,-130,"PreFirstConception",2022-02-22
31395,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,63,37,9,-12,-43,1,1,-128,"PreFirstConception",2022-02-24
31418,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,65,39,11,-10,-41,1,1,-126,"PreFirstConception",2022-02-26
31442,"PreEviction16",2024-01-24,76,60,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,67,41,13,-8,-39,1,1,-124,"PreFirstConception",2022-02-28
31466,"PreEviction16",2024-01-24,76,4,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,69,43,15,-6,-37,1,1,-122,"PreFirstConception",2022-03-02
31491,"PreEviction16",2024-01-24,76,10,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,71,45,17,-4,-35,1,1,-120,"PreFirstConception",2022-03-04
31519,"PreEviction16",2024-01-24,76,49,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,73,47,19,-2,-33,1,1,-118,"PreFirstConception",2022-03-06
31536,"PreEviction16",2024-01-24,76,30,"","Rapid_PreFirst","DarlingBrew",4,"RRF006","Sub","F","Helper","Evictor",2022-03-08,NA,74,48,20,-1,-32,1,1,-117,"PreFirstConception",2022-03-07
31343,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,59,33,5,-16,NA,NA,NA,NA,"NotPregnant",2022-02-20
31369,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,61,35,7,-14,NA,NA,NA,NA,"NotPregnant",2022-02-22
31394,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,63,37,9,-12,NA,NA,NA,NA,"NotPregnant",2022-02-24
31421,"PreEviction16",NA,NA,NA,NA,"Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,65,39,11,-10,NA,NA,NA,NA,"NotPregnant",2022-02-26
31443,"PreEviction16",2024-01-24,76,32,"","Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,67,41,13,-8,NA,NA,NA,NA,"NotPregnant",2022-02-28
31469,"PreEviction16",2024-01-24,76,69,"","Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,69,43,15,-6,NA,NA,NA,NA,"NotPregnant",2022-03-02
31490,"PreEviction16",2024-01-24,76,42,"","Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,71,45,17,-4,NA,NA,NA,NA,"NotPregnant",2022-03-04
31518,"PreEviction16",2024-01-24,76,64,"","Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,73,47,19,-2,NA,NA,NA,NA,"NotPregnant",2022-03-06
31535,"PreEviction16",2024-01-24,76,70,"","Rapid_PreFirst","DarlingBrew",4,"RRF010","Sub","F","Helper","Evictee",2022-03-08,NA,74,48,20,-1,NA,NA,NA,NA,"NotPregnant",2022-03-07
32035,"PreEviction16",2024-01-24,78,31,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,111,85,57,-15,27,8,1,-58,"SecondTrimester",2022-04-13
32108,"PreEviction16",2024-01-24,78,75,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,118,92,64,-8,34,8,1,-51,"SecondTrimester",2022-04-20
32193,"PreEviction16",2024-01-24,79,13,"","Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,124,98,70,-2,40,8,1,-45,"SecondTrimester",2022-04-26
32030,"PreEviction16",2024-01-24,78,55,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,111,85,57,-15,-24,1,1,-109,"PreFirstConception",2022-04-13
32107,"PreEviction16",2024-01-24,78,28,"","Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,118,92,64,-8,-17,1,1,-102,"PreFirstConception",2022-04-20
31302,"PreEviction16",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF012","Sub","F","Helper","Evictee",2022-02-16,NA,352,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-02-16
31299,"PreEviction16",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,352,29,1,0,-11,1,1,-96,"Conception",2022-02-16
34128,"PreEviction16",2024-01-24,88,55,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,228,164,136,-16,46,4,1,-39,"SecondTrimester",2022-09-11
34243,"PreEviction16",2024-01-24,88,49,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,235,171,143,-9,53,4,1,-32,"SecondTrimester",2022-09-18
34336,"PreEviction16",2024-01-24,89,1,"","Slow_Conc","BlackLabel",6,"Z3F043","Queen","F","Breeder","Evictee",2022-09-27,NA,242,178,150,-2,60,4,1,-25,"ThirdTrimester",2022-09-25
34142,"PreEviction16",2024-01-24,88,33,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,228,164,136,-16,-21,1,1,-106,"PreFirstConception",2022-09-11
34240,"PreEviction16",2024-01-24,88,56,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,235,171,143,-9,-14,1,1,-99,"Conception",2022-09-18
34337,"PreEviction16",2024-01-24,88,66,"","Slow_Conc","BlackLabel",6,"TMF002","Queen","F","Helper","Evictor",2022-09-27,NA,242,178,150,-2,-7,1,1,-92,"Conception",2022-09-25
32230,"PreEviction16",2024-01-24,79,42,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,80,29,1,-2,-12,1,1,-97,"Conception",2022-04-29
32230,"PreEviction16",2024-01-24,79,78,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,80,29,1,-2,-12,1,1,-97,"Conception",2022-04-29
32253,"PreEviction16",2024-01-24,80,1,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,81,30,2,-1,-11,1,1,-96,"Conception",2022-04-30
32265,"PreEviction16",2024-01-24,79,51,"","Rapid_Conc","BlueMoon",3,"WAF041","Sub","F","Helper","Evictor",2022-05-01,NA,82,31,3,0,-10,1,1,-95,"Conception",2022-05-01
32224,"PreEviction16",2024-01-24,79,39,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,80,29,1,-2,NA,NA,NA,NA,"NotPregnant",2022-04-29
32266,"PreEviction16",2024-01-24,80,5,"","Rapid_Conc","BlueMoon",3,"WAF045","Sub","F","Helper","Evictee",2022-05-01,NA,82,31,3,0,NA,NA,NA,NA,"NotPregnant",2022-05-01
32220,"PreEviction16",2024-01-24,79,43,"","Rapid_PreFirst","Chouffe",7,"WEF005","Queen","F","Breeder","Evictee",2022-04-29,NA,55,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-04-29
32228,"PreEviction16",2024-01-24,79,35,"","Rapid_PreFirst","Chouffe",7,"PPF008","Queen","F","Helper","Evictor",2022-04-29,NA,55,29,1,0,-55,1,1,-140,"PreFirstConception",2022-04-29
32226,"PreEviction16",2024-01-24,79,28,"","Rapid_Conc","Delirium",8,"PPF007","Sub","F","Helper","Evictor",2022-04-29,NA,55,29,1,0,-14,1,1,-99,"Conception",2022-04-29
32225,"PreEviction16",2024-01-24,79,62,"","Rapid_Conc","Delirium",8,"PPF009","Sub","F","Helper","Evictee",2022-04-29,NA,55,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-04-29
35609,"PreEviction16",2024-01-24,91,70,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,300,239,211,-16,198,8,2,-16,"ThirdTrimester",2022-12-31
35678,"PreEviction16",2024-01-24,91,55,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,307,246,218,-9,205,8,2,-9,"ThirdTrimester",2023-01-07
35794,"PreEviction16",2024-01-24,93,10,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,314,253,225,-2,212,8,2,-2,"ThirdTrimester",2023-01-14
32727,"PreEviction16",2024-01-24,82,45,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,90,29,1,-3,NA,NA,NA,NA,"NotPregnant",2022-06-04
32747,"PreEviction16",2024-01-24,82,47,"","Rapid_PreFirst","Firestone",10,"SOF002","Sub","F","Helper","Evictee",2022-06-07,NA,92,31,3,-1,NA,NA,NA,NA,"NotPregnant",2022-06-06
32717,"PreEviction16",2024-01-24,82,69,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,90,29,1,-3,-113,NA,NA,-199,"NotPregnant",2022-06-04
32743,"PreEviction16",2024-01-24,82,21,"","Rapid_PreFirst","Firestone",10,"SOF006","Sub","F","Helper","Evictor",2022-06-07,NA,92,31,3,-1,-111,NA,NA,-197,"NotPregnant",2022-06-06
34385,"PreEviction16",2024-01-24,88,35,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,205,146,118,-15,82,10,1,-3,"ThirdTrimester",2022-09-29
34459,"PreEviction16",2024-01-24,88,26,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,210,151,123,-10,87,NA,NA,NA,"NotPregnant",2022-10-04
34538,"PreEviction16",2024-01-24,88,53,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,215,156,128,-5,92,NA,NA,NA,"NotPregnant",2022-10-09
34594,"PreEviction16",2024-01-24,90,3,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,219,160,132,-1,96,NA,NA,NA,"NotPregnant",2022-10-13
34383,"PreEviction16",2024-01-24,88,67,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,205,146,118,-15,-137,1,1,-222,"PreFirstConception",2022-09-29
34593,"PreEviction16",2024-01-24,89,81,"","Slow_PreFirst","Guinness",11,"RSF008","Queen","F","Helper","Evictor",2022-10-14,NA,219,160,132,-1,-123,1,1,-208,"PreFirstConception",2022-10-13
32719,"PreEviction16",2024-01-24,82,80,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,450,29,1,-4,-10,1,1,-95,"Conception",2022-06-04
32742,"PreEviction16",2024-01-24,82,46,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,452,31,3,-2,-8,1,1,-93,"Conception",2022-06-06
32761,"PreEviction16",2024-01-24,82,36,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,454,33,5,0,-6,1,1,-91,"Conception",2022-06-08
32714,"PreEviction16",2024-01-24,82,13,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,450,29,1,-4,NA,NA,NA,NA,"NotPregnant",2022-06-04
32772,"PreEviction16",2024-01-24,82,59,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,454,33,5,0,NA,NA,NA,NA,"NotPregnant",2022-06-08
33759,"PreEviction16",2024-01-24,86,69,"","Rapid_Conc","Angol",13,"WAF002","Queen","F","Breeder","Evictor",2022-08-16,NA,111,29,1,0,-15,20,1,-100,"Conception",2022-08-16
33760,"PreEviction16",2024-01-24,86,24,"","Rapid_Conc","Angol",13,"DVF047","Queen","F","Helper","Evictee",2022-08-16,NA,111,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-08-16
33761,"PreEviction16",2024-01-24,86,76,"","Rapid_Conc","DjuDju",15,"MIF012","Sub","F","Helper","Evictee",2022-08-16,NA,122,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-08-16
33763,"PreEviction16",2024-01-24,86,17,"","Rapid_Conc","DjuDju",15,"MIF016","Sub","F","Helper","Evictor",2022-08-16,NA,122,29,1,0,-14,1,1,-99,"Conception",2022-08-16
33764,"PreEviction16",2024-01-24,87,3,"","Rapid_Conc","Stella",16,"TSF048","Queen","F","Breeder","Evictor",2022-08-16,NA,122,29,1,0,-8,9,1,-93,"Conception",2022-08-16
33765,"PreEviction16",2024-01-24,87,11,"","Rapid_Conc","Stella",16,"MIF008","Queen","F","Helper","Evictee",2022-08-16,NA,122,29,1,0,NA,NA,NA,NA,"NotPregnant",2022-08-16
36464,"PreEviction16",2024-01-24,93,80,"","Rapid_PreFirst","Bitburger",18,"DRF004","Queen","F","Breeder","Evictee",2023-03-04,NA,63,28,1,-1,-99,9,1,-184,"NotPregnant",2023-03-03
36465,"PreEviction16",2024-01-24,93,71,"","Rapid_PreFirst","Bitburger",18,"MBF004","Queen","F","Helper","Evictor",2023-03-04,NA,63,28,1,-1,-48,1,1,-133,"PreFirstConception",2023-03-03
36477,"PreEviction16",NA,NA,NA,NA,"Rapid_Conc","Corona",19,"GOF025","Queen","F","Breeder","Evictee",2023-03-03,NA,619,28,1,0,NA,NA,NA,NA,"NotPregnant",2023-03-03
36467,"PreEviction16",2024-01-24,93,33,"","Rapid_Conc","Corona",19,"ABF002","Queen","F","Helper","Evictor",2023-03-03,NA,619,28,1,0,-16,1,1,-101,"PreFirstConception",2023-03-03
36470,"PreEviction16",2024-01-24,93,23,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,63,28,1,-7,-9,1,1,-94,"Conception",2023-03-03
36503,"PreEviction16",2024-01-24,94,42,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,65,30,3,-5,-7,1,1,-92,"Conception",2023-03-05
36533,"PreEviction16",2024-01-24,94,76,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,67,32,5,-3,-5,1,1,-90,"Conception",2023-03-07
36551,"PreEviction16",2024-01-24,95,8,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,69,34,7,-1,-3,1,1,-88,"FirstTrimester",2023-03-09
36506,"PreEviction16",2024-01-24,94,50,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,65,30,3,-5,NA,NA,NA,NA,"NotPregnant",2023-03-05
36536,"PreEviction16",2024-01-24,94,31,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,67,32,5,-3,NA,NA,NA,NA,"NotPregnant",2023-03-07
36552,"PreEviction16",2024-01-24,94,67,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,69,34,7,-1,NA,NA,NA,NA,"NotPregnant",2023-03-09
36475,"PreEviction16",2024-01-24,93,24,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,47,28,1,-5,-16,1,1,-101,"PreFirstConception",2023-03-03
36507,"PreEviction16",2024-01-24,94,56,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,49,30,3,-3,-14,1,1,-99,"Conception",2023-03-05
36529,"PreEviction16",2024-01-24,94,59,"","Rapid_Conc","Kasteel",21,"ORF005","Sub","F","Helper","Evictor",2023-03-08,NA,51,32,5,-1,-12,1,1,-97,"Conception",2023-03-07
36468,"PreEviction16",2024-01-24,93,70,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,47,28,1,-5,NA,NA,NA,NA,"NotPregnant",2023-03-03
36501,"PreEviction16",2024-01-24,94,70,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,49,30,3,-3,NA,NA,NA,NA,"NotPregnant",2023-03-05
36528,"PreEviction16",2024-01-24,94,25,"","Rapid_Conc","Kasteel",21,"ORF018","Sub","F","Helper","Evictee",2023-03-08,NA,51,32,5,-1,NA,NA,NA,NA,"NotPregnant",2023-03-07
38912,"PreEviction16",2024-01-24,102,24,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,242,223,196,-14,187,12,2,-9,"ThirdTrimester",2023-09-14
39048,"PreEviction16",2024-01-24,102,28,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,251,232,205,-5,196,NA,NA,NA,"NotPregnant",2023-09-23
39108,"PreEviction16",2024-01-24,102,74,"","Slow_None","WicklowWolf",22,"VGF002","Queen","F","Breeder","Evictee",2023-09-28,NA,256,237,210,0,201,NA,NA,NA,"NotPregnant",2023-09-28
39040,"PreEviction16",2024-01-24,102,33,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,251,232,205,-5,NA,NA,NA,NA,"NotPregnant",2023-09-23
39112,"PreEviction16",2024-01-24,102,17,"","Slow_None","WicklowWolf",22,"ORF017","Queen","F","Helper","Evictor",2023-09-28,NA,256,237,210,0,NA,NA,NA,NA,"NotPregnant",2023-09-28
37434,"PreEviction16",2024-01-24,98,2,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,218,34,1,-3,-11,1,1,-96,"Conception",2023-05-11
37469,"PreEviction16",2024-01-24,98,5,"","Rapid_Conc","Featherstone",24,"TIF036","Sub","F","Helper","Evictor",2023-05-14,NA,220,36,3,-1,-9,1,1,-94,"Conception",2023-05-13
37442,"PreEviction16",2024-01-24,97,73,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,218,34,1,-3,NA,NA,NA,NA,"NotPregnant",2023-05-11
37472,"PreEviction16",2024-01-24,97,69,"","Rapid_Conc","Featherstone",24,"TIF038","Sub","F","Helper","Evictee",2023-05-14,NA,220,36,3,-1,NA,NA,NA,NA,"NotPregnant",2023-05-13
38445,"PreEviction16",2024-01-24,100,41,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,186,115,82,-12,76,9,1,-9,"ThirdTrimester",2023-07-31
38507,"PreEviction16",2024-01-24,100,53,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,193,122,89,-5,83,9,1,-2,"ThirdTrimester",2023-08-07
38552,"PreEviction16",2024-01-24,101,69,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,197,126,93,-1,87,NA,NA,NA,"NotPregnant",2023-08-11
38441,"PreEviction16",2024-01-24,100,40,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,186,115,82,-12,-22,1,1,-107,"PreFirstConception",2023-07-31
38511,"PreEviction16",2024-01-24,100,17,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,193,122,89,-5,-15,1,1,-100,"Conception",2023-08-07
36479,"PostEviction14",2024-01-24,93,75,"","Rapid_Conc","Corona",19,"ABF002","Queen","F","Helper","Evictor",2023-03-03,NA,620,29,2,1,-15,1,1,-100,"Conception",2023-03-04
35840,"PostEviction14",2024-01-24,91,52,"","Slow_PreFirst","Corbeau",9,"ARF028","Queen","F","Breeder","Evictee",2023-01-16,NA,317,256,228,1,215,NA,NA,NA,"NotPregnant",2023-01-17
31312,"PostEviction14",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF012","Sub","F","Helper","Evictee",2022-02-16,NA,353,30,2,1,NA,NA,NA,NA,"NotPregnant",2022-02-17
31310,"PostEviction14",NA,NA,NA,NA,"Rapid_Conc","Trolls",5,"CUF031","Sub","F","Helper","Evictor",2022-02-16,NA,353,30,2,1,-10,1,1,-95,"Conception",2022-02-17
36498,"PostEviction14",2024-01-24,94,11,"","Rapid_PreFirst","Bitburger",18,"DRF004","Queen","F","Breeder","Evictee",2023-03-04,NA,65,30,3,1,-97,9,1,-182,"NotPregnant",2023-03-05
34630,"PostEviction14",2024-01-24,89,73,"","Slow_PreFirst","Guinness",11,"DRF015","Queen","F","Breeder","Evictee",2022-10-14,NA,221,162,134,1,98,NA,NA,NA,"NotPregnant",2022-10-15
33780,"PostEviction14",2024-01-24,86,73,"","Rapid_Conc","Angol",13,"DVF047","Queen","F","Helper","Evictee",2022-08-16,NA,112,30,2,1,NA,NA,NA,NA,"NotPregnant",2022-08-17
38567,"PostEviction14",2024-01-24,101,27,"","Slow_Conc","Leffe",17,"ERF002","Queen","F","Helper","Evictor",2023-08-12,NA,199,128,95,1,-9,1,1,-94,"Conception",2023-08-13
36492,"PostEviction14",2024-01-24,93,76,"","Rapid_Conc","Corona",19,"GOF025","Queen","F","Breeder","Evictee",2023-03-03,NA,620,29,2,1,NA,NA,NA,NA,"NotPregnant",2023-03-04
32790,"PostEviction14",2024-01-24,82,35,"","Rapid_Conc","Hoodoo",12,"GOF035","Sub","F","Helper","Evictor",2022-06-08,NA,456,35,7,2,-4,1,1,-89,"Conception",2022-06-10
32797,"PostEviction14",2024-01-24,82,57,"","Rapid_Conc","Hoodoo",12,"GOF040","Sub","F","Helper","Evictee",2022-06-08,NA,456,35,7,2,NA,NA,NA,NA,"NotPregnant",2022-06-10
38569,"PostEviction14",2024-01-24,101,79,"","Slow_Conc","Leffe",17,"KGF002","Queen","F","Breeder","Evictee",2023-08-12,NA,199,128,95,1,89,NA,NA,NA,"NotPregnant",2023-08-13
36586,"PostEviction14",2024-01-24,95,7,"","Rapid_Conc","GhostShip",20,"MBF003","Sub","F","Helper","Evictor",2023-03-10,NA,71,36,9,1,-1,1,1,-86,"FirstTrimester",2023-03-11
36494,"PostEviction14",2024-01-24,93,52,"","Rapid_PreFirst","Bitburger",18,"MBF004","Queen","F","Helper","Evictor",2023-03-04,NA,65,30,3,1,-46,1,1,-131,"PreFirstConception",2023-03-05
36593,"PostEviction14",2024-01-24,94,57,"","Rapid_Conc","GhostShip",20,"MBF006","Sub","F","Helper","Evictee",2023-03-10,NA,71,36,9,1,NA,NA,NA,NA,"NotPregnant",2023-03-11
33778,"PostEviction14",2024-01-24,86,34,"","Rapid_Conc","Stella",16,"MIF008","Queen","F","Helper","Evictee",2022-08-16,NA,123,30,2,1,NA,NA,NA,NA,"NotPregnant",2022-08-17
33775,"PostEviction14",2024-01-24,86,39,"","Rapid_Conc","DjuDju",15,"MIF012","Sub","F","Helper","Evictee",2022-08-16,NA,123,30,2,1,NA,NA,NA,NA,"NotPregnant",2022-08-17
