"ExperimentalGroup","AnimalID","Sex","Treatment","BS_Original","EvictionStatus","IsolationDate","IsolationPeriod","PairingDate","EvictionDate","EvictionPairingDayDiff","Eviction_GS","EvictionCategory","FirstDCParturitionDate","UrineDate","UrineNumber","UrineDelay","VolumeCollected","NextParturition_ParturitionDate","NextParturition_ParturitionColony"
"BlackLabel","TMF002","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-09-27,152,"Conception","Late",2022-12-26,2023-09-20,39004,NA,1.8,2023-09-25,"BlackLabel"
"BlackLabel","TMF002","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-09-27,152,"Conception","Late",2022-12-26,2023-09-27,39102,NA,1.8,NA,NA
"BlackLabel","TMF002","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-09-27,152,"Conception","Late",2022-12-26,2023-10-03,39146,NA,1.8,NA,NA
"BlackLabel","TMF002","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-09-27,152,"Conception","Late",2022-12-26,2023-10-18,39299,NA,1.5,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-02-15,31289,NA,1.5,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-03-31,31845,NA,1.9,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-03-31,31845,NA,1.9,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-02,31870,NA,0.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-04,31900,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-06,31934,NA,1.7,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-09,31979,NA,1,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-12,32020,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-16,32075,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-19,32102,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-23,32159,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-25,32185,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-29,32230,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-04-30,32253,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-01,32265,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-03,32291,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-05,32324,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-08,32360,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-10,32386,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-13,32425,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-20,32532,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-05-27,32615,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-06-04,32725,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-06-12,32818,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-06-20,32933,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-06-27,33031,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-07-04,33140,NA,1.6,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-07-11,33234,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-07-18,33344,NA,0.6,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-07-22,33399,NA,1.7,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-07-29,33510,NA,1.8,2022-08-04,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-08-06,33616,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-08-12,33709,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-08-20,33825,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-08-26,33916,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-09-02,34005,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-09-18,34234,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-10-10,34549,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-10-16,34644,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-10-23,34738,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-10-30,34827,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-11-06,34918,NA,1.8,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-11-13,34994,NA,0.9,2022-11-20,"BlueMoon"
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-11-20,35072,NA,1.8,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-11-25,35134,NA,1.7,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2022-12-04,35271,NA,1.8,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2023-02-11,36191,NA,1.8,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2023-02-27,36408,NA,1.8,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2023-03-16,36660,NA,1.8,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2023-03-29,36861,NA,1.8,NA,NA
"BlueMoon","WAF041","F","Sub","Helper","Evictor",2022-03-31,28,2022-04-28,2022-05-01,3,"Conception","Early",2022-08-04,2023-03-29,36861,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-02-15,31290,NA,1.4,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-03-31,31848,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-03-31,31848,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-02,31874,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-04,31903,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-06,31940,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-09,31984,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-12,32024,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-16,32076,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-19,32105,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-23,32156,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-25,32183,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-04-29,32224,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-05-01,32266,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-05-01,32266,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-05-03,32290,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-05-05,32313,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-05-08,32353,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-05-10,32390,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-05-13,32434,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-08-01,33543,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2022-10-30,34832,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-01-12,35767,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-01-15,35802,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-01-18,35847,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-01-25,35952,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-02-01,36048,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-02-08,36140,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-02-15,36248,NA,1.8,NA,NA
"BlueMoon","WAF045","F","Sub","Helper","Evictee",2022-03-31,28,2022-04-28,2022-05-01,3,NA,"Early",NA,2023-02-21,36341,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-02-23,31382,NA,1.5,2022-03-05,"PlakaPlaka"
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-02-25,31408,NA,0.3,2022-03-05,"PlakaPlaka"
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-02-27,31436,NA,0.6,2022-03-05,"PlakaPlaka"
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-01,31456,NA,0.9,2022-03-05,"PlakaPlaka"
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-03,31486,NA,1.1,2022-03-05,"PlakaPlaka"
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-05,31508,NA,0.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-07,31542,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-09,31565,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-11,31594,NA,1.5,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-13,31615,NA,1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-15,31642,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-17,31670,NA,1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-19,31697,NA,0.9,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-21,31725,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-23,31755,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-26,31780,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-27,31790,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-29,31819,NA,1.4,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-31,31835,NA,0.7,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-03-31,31835,NA,0.7,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-02,31865,NA,0.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-04,31892,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-06,31933,NA,1.1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-09,31978,NA,0.9,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-12,32017,NA,1.1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-16,32067,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-19,32095,NA,1.1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-23,32154,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-25,32180,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-29,32220,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-29,32220,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-04-30,32247,NA,0.6,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-05-03,32285,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-05-05,32319,NA,1.3,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-05-08,32357,NA,1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-05-10,32392,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-05-13,32423,NA,0.6,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-07-14,33277,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-07-28,33492,NA,0.5,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-08-04,33581,NA,0.5,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-08-11,33694,NA,1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-08-19,33814,NA,0.7,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2022-10-30,34824,NA,0.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2023-01-15,35807,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2023-01-18,35846,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2023-01-25,35954,NA,1.3,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2023-02-01,36041,NA,1.1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2023-02-08,36149,NA,1.8,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2023-02-15,36250,NA,1,NA,NA
"Chouffe","WEF005","F","Queen","Breeder","Evictee",2022-03-31,28,2022-04-28,2022-04-29,1,NA,"Early",NA,2023-02-21,36332,NA,0.7,NA,NA
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-02-21,31366,NA,1.4,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-03-06,31524,NA,1.4,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-03-19,31706,NA,1.4,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-03-26,31784,NA,1.4,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-03-31,31838,NA,1.7,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-03-31,31838,NA,1.7,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-02,31868,NA,1.2,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-04,31902,NA,1.8,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-06,31928,NA,1.7,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-09,31986,NA,1.8,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-12,32021,NA,1.8,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-16,32070,NA,1.8,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-19,32098,NA,1.8,2022-09-16,"Chouffe"
"Chouffe","PPF008","F","Queen","Helper","Evictor",2022-03-31,28,2022-04-28,2022-04-29,1,"PreFirstConception","Early",2022-09-16,2022-04-23,32150,NA,0.7,2022-09-16,"Chouffe"
