"AnimalID","Date","DateType","Weight_DayDiff","Weight","WeightDiff_Type"
"ABF002",2023-02-03,"Isolation",-2,140.5,"Before"
"ARF028",2022-05-06,"Isolation",-2,132,"Before"
"ARM003",2021-12-13,"Isolation",-14,176,"Before"
"BEF006",2023-04-07,"Isolation",0,158,"Before"
"BEF036",2023-04-07,"Isolation",0,119,"Before"
"BEM007",2022-03-03,"Isolation",-1,156,"Before"
"COF014",2022-01-18,"Isolation",0,145,"Before"
"COM009",2022-01-13,"Isolation",-13,166,"Before"
"CUF012",2022-01-18,"Isolation",0,131,"Before"
"CUF031",2022-01-18,"Isolation",0,119,"Before"
"CUM014",2023-01-19,"Isolation",-1,164,"Before"
"DRF004",2023-02-03,"Isolation",-1,113,"Before"
"DRF015",2022-05-06,"Isolation",-2,114.5,"Before"
"DRM006",2023-03-02,"Isolation",0,225,"Before"
"DVF047",2022-07-18,"Isolation",0,129,"Before"
"DVF048",2022-07-18,"Isolation",0,104,"Before"
"DVF061",2022-07-18,"Isolation",0,143,"Before"
"DVM006",2022-03-14,"Isolation",-4,191,"Before"
"DVM009",2021-12-23,"Isolation",-1,202,"Before"
"DVM010",2022-03-14,"Isolation",-4,152,"Before"
"DVM021",2022-04-04,"Isolation",-10,145,"Before"
"ERF002",2023-04-07,"Isolation",0,154,"Before"
"FAM003",2022-04-04,"Isolation",-10,180,"Before"
"G10M033",2022-04-04,"Isolation",-5,155,"Before"
"G10M034",2022-12-16,"Isolation",-10,143,"Before"
"GOF025",2023-02-03,"Isolation",-1,149,"Before"
"GOF035",2022-05-06,"Isolation",-3,163,"Before"
"GOF040",2022-05-06,"Isolation",-3,109,"Before"
"GOM004",2022-02-15,"Isolation",0,180,"Before"
"GOM013",2023-01-12,"Isolation",0,184,"Before"
"KBF006",2022-01-18,"Isolation",0,100,"Before"
"KGF002",2023-04-07,"Isolation",0,150,"Before"
"LAM015",2022-03-03,"Isolation",-1,152,"Before"
"MAM022",2022-12-28,"Isolation",-15,193,"Before"
"MBF003",2023-02-03,"Isolation",-3,170,"Before"
"MBF004",2023-02-03,"Isolation",-3,121,"Before"
"MBF006",2023-02-03,"Isolation",-3,156,"Before"
"MEM001",2023-03-06,"Isolation",0,200,"Before"
"MIF008",2022-07-18,"Isolation",0,151,"Before"
"MIF012",2022-07-18,"Isolation",0,120,"Before"
"MIF016",2022-07-18,"Isolation",0,138,"Before"
"MIM003",2022-04-04,"Isolation",-5,142,"Before"
"MOM001",2022-12-16,"Isolation",-1,227,"Before"
"ORF005",2023-02-03,"Isolation",-1,185,"Before"
"ORF017",2023-02-03,"Isolation",-1,90,"Before"
"ORF018",2023-02-03,"Isolation",-1,134,"Before"
"PNM006",2023-03-06,"Isolation",-18,170,"Before"
"PNM028",2023-03-06,"Isolation",-18,132,"Before"
"PPF007",2022-03-31,"Isolation",0,156,"Before"
"PPF008",2022-03-31,"Isolation",0,133,"Before"
"PPF009",2022-03-31,"Isolation",0,146,"Before"
"PPM004",2022-03-14,"Isolation",-8,181,"Before"
"RRF004",2022-01-18,"Isolation",0,117,"Before"
"RRF006",2022-01-18,"Isolation",0,144,"Before"
"RRF010",2022-01-18,"Isolation",0,117,"Before"
"RSF008",2022-05-06,"Isolation",-3,105,"Before"
"SOF001",2022-05-06,"Isolation",-3,113,"Before"
"SOF002",2022-05-06,"Isolation",-3,94,"Before"
"SOF006",2022-05-06,"Isolation",-3,118,"Before"
"TIF025",2023-04-07,"Isolation",0,109,"Before"
"TIF036",2023-04-07,"Isolation",0,103,"Before"
"TIF038",2023-04-07,"Isolation",0,115,"Before"
"TIF039",2023-04-07,"Isolation",0,109,"Before"
"TMF002",2022-03-31,"Isolation",0,122,"Before"
"TSF048",2022-07-18,"Isolation",0,152,"Before"
"VGF001",2022-01-18,"Isolation",0,139,"Before"
"VGF002",2023-02-03,"Isolation",-1,136,"Before"
"VIM011",2022-02-15,"Isolation",0,191,"Before"
"WAF002",2022-07-18,"Isolation",0,149,"Before"
"WAF041",2022-03-31,"Isolation",0,156,"Before"
"WAF045",2022-03-31,"Isolation",0,137,"Before"
"WEF005",2022-03-31,"Isolation",0,130,"Before"
"Z3F043",2022-03-31,"Isolation",0,126,"Before"
"ARM003",2022-02-15,"Pairing",0,198,"Before"
"DVM009",2022-02-15,"Pairing",0,220,"Before"
"COF014",2022-02-15,"Pairing",0,148,"Before"
"KBF006",2022-02-15,"Pairing",0,117,"Before"
"VGF001",2022-02-15,"Pairing",0,143,"Before"
"RRF004",2022-02-15,"Pairing",0,118,"Before"
"COM009",2022-04-28,"Pairing",0,174,"Before"
"RRF006",2022-02-15,"Pairing",0,139,"Before"
"RRF010",2022-02-15,"Pairing",0,125,"Before"
"GOM004",2022-02-15,"Pairing",0,180,"Before"
"CUF012",2022-02-15,"Pairing",0,133,"Before"
"CUF031",2022-02-15,"Pairing",0,126,"Before"
"VIM011",2022-02-15,"Pairing",0,191,"Before"
"WAF041",2022-04-28,"Pairing",0,159,"Before"
"WAF045",2022-04-28,"Pairing",0,144,"Before"
"PPF007",2022-04-28,"Pairing",0,144,"Before"
"PPF009",2022-04-28,"Pairing",0,128,"Before"
"WEF005",2022-04-28,"Pairing",0,133,"Before"
"PPF008",2022-04-28,"Pairing",0,137,"Before"
"DVM006",2022-04-28,"Pairing",0,193,"Before"
"Z3F043",2022-04-28,"Pairing",0,136,"Before"
"TMF002",2022-04-28,"Pairing",0,125,"Before"
"DVM010",2022-04-28,"Pairing",0,163,"Before"
"ARF028",2022-06-03,"Pairing",0,137,"Before"
"SOF001",2022-06-03,"Pairing",0,114,"Before"
"SOF002",2022-06-03,"Pairing",0,107,"Before"
"SOF006",2022-06-03,"Pairing",0,127,"Before"
"DRF015",2022-06-03,"Pairing",0,114,"Before"
"RSF008",2022-06-03,"Pairing",0,107,"Before"
"GOF035",2022-06-03,"Pairing",0,169,"Before"
"GOF040",2022-06-03,"Pairing",0,121,"Before"
"TSF048",2022-08-15,"Pairing",0,156,"Before"
"MIF008",2022-08-15,"Pairing",0,149,"Before"
"MIF012",2022-08-15,"Pairing",0,129,"Before"
"MIF016",2022-08-15,"Pairing",0,152,"Before"
"DVF048",2022-08-15,"Pairing",0,111,"Before"
"DVF061",2022-08-15,"Pairing",0,147,"Before"
"WAF002",2022-08-15,"Pairing",0,152,"Before"
"DVF047",2022-08-15,"Pairing",0,128,"Before"
"BEM007",2022-06-03,"Pairing",0,173,"Before"
"PPM004",2022-06-03,"Pairing",0,192,"Before"
"DRM006",2022-06-03,"Pairing",0,224,"Before"
"DRM006",2023-03-02,"Pairing",0,225,"Before"
"LAM015",2022-06-03,"Pairing",0,164,"Before"
"MIM003",2022-08-15,"Pairing",0,180,"Before"
"FAM003",2022-08-15,"Pairing",0,173,"Before"
"G10M033",2022-08-15,"Pairing",0,159,"Before"
"DVM021",2022-08-15,"Pairing",0,156,"Before"
"VGF002",2023-03-02,"Pairing",0,141,"Before"
"ORF017",2023-03-02,"Pairing",0,101,"Before"
"MAM022",2023-03-02,"Pairing",0,189,"Before"
"ORF005",2023-03-02,"Pairing",-2,180,"Before"
"ORF018",2023-03-02,"Pairing",-2,134,"Before"
"MBF003",2023-03-02,"Pairing",-2,169,"Before"
"MBF006",2023-03-02,"Pairing",-2,167,"Before"
"GOM013",2023-03-02,"Pairing",0,197,"Before"
"DRF004",2023-03-02,"Pairing",-2,113,"Before"
"MBF004",2023-03-02,"Pairing",-2,124,"Before"
"G10M034",2023-03-02,"Pairing",0,161,"Before"
"GOF025",2023-03-02,"Pairing",0,151,"Before"
"ABF002",2023-03-02,"Pairing",0,148,"Before"
"MOM001",2023-03-02,"Pairing",0,228,"Before"
"PNM006",2023-05-10,"Pairing",0,192,"Before"
"PNM028",2023-05-10,"Pairing",0,158,"Before"
"MEM001",2023-05-10,"Pairing",0,209,"Before"
"CUM014",2023-05-10,"Pairing",0,182,"Before"
"KGF002",2023-05-10,"Pairing",0,148,"Before"
"ERF002",2023-05-10,"Pairing",0,148,"Before"
"TIF025",2023-05-10,"Pairing",0,127.5,"Before"
"TIF039",2023-05-10,"Pairing",0,117,"Before"
"TIF036",2023-05-10,"Pairing",0,114,"Before"
"TIF038",2023-05-10,"Pairing",0,110,"Before"
"BEF006",2023-05-10,"Pairing",0,154,"Before"
"BEF036",2023-05-10,"Pairing",0,120,"Before"
"VGF001",2022-04-28,"Eviction",0,160,"Before"
"RRF010",2022-03-08,"Eviction",0,117,"Before"
"CUF012",2022-02-16,"Eviction",0,133,"Before"
"WAF045",2022-05-01,"Eviction",0,143.666666666667,"Before"
"PPF009",2022-04-29,"Eviction",0,128.25,"Before"
"WEF005",2022-04-29,"Eviction",0,135,"Before"
"Z3F043",2022-09-27,"Eviction",0,146,"Before"
"ARF028",2023-01-16,"Eviction",-2,183,"Before"
"SOF002",2022-06-07,"Eviction",0,112,"Before"
"DRF015",2022-10-14,"Eviction",0,114,"Before"
"GOF040",2022-06-08,"Eviction",0,121,"Before"
"MIF008",2022-08-16,"Eviction",0,142,"Before"
"MIF012",2022-08-16,"Eviction",0,128.5,"Before"
"DVF047",2022-08-16,"Eviction",0,127.666666666667,"Before"
"VGF002",2023-09-28,"Eviction",0,136.5,"Before"
"ORF018",2023-03-08,"Eviction",0,133,"Before"
"MBF006",2023-03-10,"Eviction",0,157,"Before"
"DRF004",2023-03-04,"Eviction",0,108,"Before"
"GOF025",2023-03-03,"Eviction",0,140.5,"Before"
"KGF002",2023-08-12,"Eviction",0,164,"Before"
"TIF025",2023-05-10,"Eviction",0,127.5,"Before"
"TIF038",2023-05-14,"Eviction",0,114,"Before"
"RRF004",2022-04-28,"Eviction",0,127,"Before"
"RRF006",2022-03-08,"Eviction",0,146,"Before"
"CUF031",2022-02-16,"Eviction",0,122,"Before"
"WAF041",2022-05-01,"Eviction",0,159.2,"Before"
"PPF007",2022-04-29,"Eviction",0,160,"Before"
"PPF008",2022-04-29,"Eviction",0,139,"Before"
"TMF002",2022-09-27,"Eviction",0,134,"Before"
"SOF001",2023-01-16,"Eviction",-12,127,"Before"
"SOF006",2022-06-07,"Eviction",0,129,"Before"
"RSF008",2022-10-14,"Eviction",0,146,"Before"
"GOF035",2022-06-08,"Eviction",0,174,"Before"
"TSF048",2022-08-16,"Eviction",0,157,"Before"
"MIF016",2022-08-16,"Eviction",0,152,"Before"
"WAF002",2022-08-16,"Eviction",0,153.5,"Before"
"ORF017",2023-09-28,"Eviction",0,126,"Before"
"ORF005",2023-03-08,"Eviction",0,177,"Before"
"MBF003",2023-03-10,"Eviction",0,164,"Before"
"MBF004",2023-03-04,"Eviction",0,123,"Before"
"ABF002",2023-03-03,"Eviction",0,144.5,"Before"
"ERF002",2023-08-12,"Eviction",0,149,"Before"
"TIF039",2023-05-10,"Eviction",0,117,"Before"
"TIF036",2023-05-14,"Eviction",0,115,"Before"
"RRF006",2022-01-03,"Urine",0,145,"Before"
"RRF006",2022-01-09,"Urine",0,150,"Before"
"RRF006",2022-01-13,"Urine",0,144,"Before"
"RRF006",2022-01-18,"Urine",0,144,"Before"
"RRF006",2022-01-22,"Urine",0,141,"Before"
"RRF006",2022-01-24,"Urine",0,144,"Before"
"RRF006",2022-01-27,"Urine",0,144,"Before"
"RRF006",2022-01-30,"Urine",0,144,"Before"
"RRF006",2022-02-02,"Urine",0,142,"Before"
"RRF006",2022-02-05,"Urine",0,145,"Before"
"RRF006",2022-02-07,"Urine",0,147,"Before"
"RRF006",2022-02-10,"Urine",0,143,"Before"
"RRF006",2022-02-13,"Urine",0,143,"Before"
"RRF006",2022-02-16,"Urine",0,139,"Before"
"RRF006",2022-02-18,"Urine",0,142,"Before"
"RRF006",2022-02-20,"Urine",0,140,"Before"
"RRF006",2022-02-22,"Urine",0,142,"Before"
"RRF006",2022-02-24,"Urine",0,148,"Before"
"RRF006",2022-02-26,"Urine",0,142,"Before"
"RRF006",2022-02-28,"Urine",0,143,"Before"
"RRF006",2022-03-02,"Urine",0,147,"Before"
"RRF006",2022-03-04,"Urine",0,142,"Before"
"RRF006",2022-03-06,"Urine",0,143,"Before"
"RRF006",2022-03-07,"Urine",0,147.5,"Before"
"RRF006",2022-03-09,"Urine",0,146,"Before"
"RRF006",2022-03-11,"Urine",0,145,"Before"
"RRF006",2022-03-14,"Urine",0,146,"Before"
"RRF006",2022-03-21,"Urine",0,150,"Before"
"RRF006",2022-03-23,"Urine",0,153,"Before"
"RRF006",2022-03-28,"Urine",0,154,"Before"
"RRF006",2022-04-04,"Urine",0,145,"Before"
"RRF006",2022-04-13,"Urine",0,151,"Before"
"RRF006",2022-05-11,"Urine",0,161,"Before"
"RRF006",2022-05-18,"Urine",0,162,"Before"
"RRF006",2022-05-25,"Urine",0,166,"Before"
"RRF006",2022-06-01,"Urine",0,173,"Before"
"RRF006",2022-06-08,"Urine",0,175,"Before"
"RRF006",2022-06-14,"Urine",0,179,"Before"
"RRF006",2022-06-22,"Urine",0,185,"Before"
"RRF006",2022-07-04,"Urine",0,156,"Before"
"RRF006",2022-07-10,"Urine",0,143,"Before"
"RRF006",2022-07-17,"Urine",0,138,"Before"
"RRF006",2022-07-24,"Urine",0,135,"Before"
"RRF006",2022-07-31,"Urine",0,136,"Before"
"RRF006",2022-08-14,"Urine",0,126,"Before"
"RRF006",2022-09-07,"Urine",0,131,"Before"
"RRF006",2022-11-16,"Urine",0,151,"Before"
"RRF006",2022-11-22,"Urine",0,156,"Before"
"RRF006",2022-11-29,"Urine",0,154,"Before"
"RRF006",2022-12-06,"Urine",0,160,"Before"
"RRF006",2022-12-13,"Urine",0,166,"Before"
"RRF006",2022-12-20,"Urine",0,170.5,"Before"
"RRF006",2022-12-28,"Urine",0,153,"Before"
"RRF006",2022-12-29,"Urine",0,150,"Before"
"RRF006",2023-01-18,"Urine",0,144,"Before"
"RRF006",2023-03-28,"Urine",0,137,"Before"
"RRF010",2022-01-03,"Urine",0,120,"Before"
"RRF010",2022-01-09,"Urine",0,122,"Before"
"RRF010",2022-01-13,"Urine",0,117,"Before"
"RRF010",2022-01-18,"Urine",0,117,"Before"
"RRF010",2022-01-22,"Urine",0,128,"Before"
"RRF010",2022-01-24,"Urine",0,125,"Before"
"RRF010",2022-01-27,"Urine",0,122,"Before"
"RRF010",2022-01-30,"Urine",0,127,"Before"
"RRF010",2022-02-02,"Urine",0,125,"Before"
"RRF010",2022-02-05,"Urine",0,128,"Before"
"RRF010",2022-02-07,"Urine",0,128,"Before"
"RRF010",2022-02-10,"Urine",0,131,"Before"
"RRF010",2022-02-13,"Urine",0,130,"Before"
"RRF010",2022-02-16,"Urine",0,126,"Before"
"RRF010",2022-02-18,"Urine",0,130,"Before"
"RRF010",2022-02-20,"Urine",0,133,"Before"
"RRF010",2022-02-22,"Urine",0,135,"Before"
"RRF010",2022-02-24,"Urine",0,136,"Before"
"RRF010",2022-02-26,"Urine",0,131,"Before"
"RRF010",2022-02-28,"Urine",0,124,"Before"
"RRF010",2022-03-02,"Urine",0,126,"Before"
"RRF010",2022-03-04,"Urine",0,122,"Before"
"RRF010",2022-03-06,"Urine",0,121,"Before"
"RRF010",2022-03-07,"Urine",0,124.333333333333,"Before"
"RRF010",2022-03-09,"Urine",0,125,"Before"
"RRF010",2022-03-11,"Urine",0,132,"Before"
"RRF010",2022-03-14,"Urine",0,136,"Before"
"RRF010",2022-03-23,"Urine",0,143,"Before"
"RRF010",2022-06-11,"Urine",0,148,"Before"
"RRF010",2022-08-02,"Urine",0,152,"Before"
"RRF010",2022-09-07,"Urine",0,152,"Before"
"RRF010",2023-01-12,"Urine",0,165,"Before"
"RRF010",2023-01-15,"Urine",0,166,"Before"
"RRF010",2023-01-18,"Urine",0,164,"Before"
"RRF010",2023-01-25,"Urine",0,169.5,"Before"
"RRF010",2023-02-01,"Urine",0,172,"Before"
"RRF010",2023-02-08,"Urine",0,167,"Before"
"RRF010",2023-02-15,"Urine",0,167,"Before"
"RRF010",2023-02-21,"Urine",0,165,"Before"
"GOM004",2021-11-29,"Urine",0,184,"Before"
"GOM004",2022-01-25,"Urine",0,170,"Before"
"GOM004",2022-02-15,"Urine",0,180,"Before"
"GOM004",2022-02-28,"Urine",0,183,"Before"
"GOM004",2022-03-09,"Urine",0,187,"Before"
"GOM004",2022-03-14,"Urine",0,184,"Before"
"GOM004",2022-05-14,"Urine",0,203,"Before"
"GOM004",2022-12-21,"Urine",0,181,"Before"
"GOM004",2022-12-31,"Urine",0,179,"Before"
"GOM004",2023-03-28,"Urine",0,179,"Before"
"VGF001",2021-11-14,"Urine",0,148,"Before"
"VGF001",2021-11-22,"Urine",0,168,"Before"
"VGF001",2021-12-24,"Urine",0,146,"Before"
"VGF001",2022-01-03,"Urine",0,153,"Before"
"VGF001",2022-01-05,"Urine",0,151,"Before"
"VGF001",2022-01-09,"Urine",0,147,"Before"
"VGF001",2022-01-13,"Urine",0,139,"Before"
"VGF001",2022-01-16,"Urine",0,138,"Before"
"VGF001",2022-01-18,"Urine",0,139,"Before"
"VGF001",2022-01-22,"Urine",0,141,"Before"
"VGF001",2022-01-24,"Urine",0,140,"Before"
"VGF001",2022-01-27,"Urine",0,142,"Before"
"VGF001",2022-01-30,"Urine",0,145,"Before"
"VGF001",2022-02-02,"Urine",0,140,"Before"
"VGF001",2022-02-05,"Urine",0,144,"Before"
"VGF001",2022-02-07,"Urine",0,147,"Before"
"VGF001",2022-02-10,"Urine",0,149,"Before"
"VGF001",2022-02-13,"Urine",0,149,"Before"
"VGF001",2022-02-16,"Urine",0,147,"Before"
"VGF001",2022-02-18,"Urine",0,159,"Before"
"VGF001",2022-02-20,"Urine",0,157,"Before"
"VGF001",2022-02-22,"Urine",0,153,"Before"
"VGF001",2022-02-24,"Urine",0,155,"Before"
"VGF001",2022-02-26,"Urine",0,152,"Before"
"VGF001",2022-02-28,"Urine",0,153,"Before"
"VGF001",2022-03-02,"Urine",0,151,"Before"
"VGF001",2022-03-04,"Urine",0,150,"Before"
"VGF001",2022-03-06,"Urine",0,147,"Before"
"VGF001",2022-03-07,"Urine",0,146,"Before"
"VGF001",2022-03-14,"Urine",0,151,"Before"
"VGF001",2022-03-21,"Urine",0,150,"Before"
"VGF001",2022-03-28,"Urine",0,150,"Before"
"VGF001",2022-04-04,"Urine",0,153,"Before"
"VGF001",2022-04-13,"Urine",0,157,"Before"
"VGF001",2022-04-20,"Urine",0,160,"Before"
"VGF001",2022-04-26,"Urine",0,165,"Before"
"VGF001",2022-04-30,"Urine",0,168,"Before"
"VGF001",2022-05-01,"Urine",0,168,"Before"
"VGF001",2022-05-03,"Urine",0,173,"Before"
"VGF001",2022-05-05,"Urine",0,180,"Before"
"VGF001",2022-05-08,"Urine",0,181,"Before"
"VGF001",2022-05-10,"Urine",0,179,"Before"
"VGF001",2022-05-13,"Urine",0,182,"Before"
"VGF001",2022-05-18,"Urine",0,193,"Before"
"VGF001",2022-05-25,"Urine",0,203,"Before"
"VGF001",2022-06-01,"Urine",0,203,"Before"
"VGF001",2022-06-11,"Urine",0,151,"Before"
"VGF001",2022-06-13,"Urine",0,148,"Before"
"VGF001",2022-06-18,"Urine",0,148,"Before"
"VGF001",2022-06-26,"Urine",0,145,"Before"
"VGF001",2022-07-28,"Urine",0,124.5,"Before"
"VGF001",2022-08-04,"Urine",0,118,"Before"
"VGF001",2023-01-12,"Urine",0,147,"Before"
"VGF001",2023-01-15,"Urine",0,146,"Before"
"VGF001",2023-01-18,"Urine",0,145,"Before"
"VGF001",2023-01-25,"Urine",0,149,"Before"
"VGF001",2023-02-01,"Urine",0,152,"Before"
"VGF001",2023-02-08,"Urine",0,154,"Before"
"VGF001",2023-02-15,"Urine",0,148,"Before"
"VGF001",2023-02-21,"Urine",0,147,"Before"
"VGF001",2023-03-08,"Urine",0,144,"Before"
"VGF001",2023-05-13,"Urine",0,144,"Before"
"VGF001",2023-05-15,"Urine",0,146,"Before"
"RRF004",2022-01-03,"Urine",0,122,"Before"
"RRF004",2022-01-09,"Urine",0,122,"Before"
"RRF004",2022-01-13,"Urine",0,118,"Before"
"RRF004",2022-01-18,"Urine",0,117,"Before"
"RRF004",2022-01-22,"Urine",0,126,"Before"
"RRF004",2022-01-24,"Urine",0,122,"Before"
"RRF004",2022-01-27,"Urine",0,122,"Before"
"RRF004",2022-01-30,"Urine",0,126,"Before"
"RRF004",2022-02-02,"Urine",0,123,"Before"
"RRF004",2022-02-05,"Urine",0,123,"Before"
"RRF004",2022-02-07,"Urine",0,123,"Before"
"RRF004",2022-02-10,"Urine",0,126,"Before"
"RRF004",2022-02-13,"Urine",-3,126,"Before"
"RRF004",2022-02-16,"Urine",0,125,"Before"
"RRF004",2022-02-18,"Urine",0,127,"Before"
"RRF004",2022-02-20,"Urine",0,131,"Before"
"RRF004",2022-02-22,"Urine",0,127,"Before"
"RRF004",2022-02-24,"Urine",0,128,"Before"
"RRF004",2022-02-26,"Urine",0,126,"Before"
"RRF004",2022-02-28,"Urine",0,128,"Before"
"RRF004",2022-03-02,"Urine",0,129,"Before"
"RRF004",2022-03-04,"Urine",0,131,"Before"
"RRF004",2022-03-06,"Urine",0,130,"Before"
"RRF004",2022-03-07,"Urine",0,126.5,"Before"
"RRF004",2022-03-14,"Urine",0,128,"Before"
"RRF004",2022-03-21,"Urine",0,130,"Before"
"RRF004",2022-03-28,"Urine",0,130,"Before"
"RRF004",2022-04-04,"Urine",0,128.5,"Before"
"RRF004",2022-04-13,"Urine",0,134,"Before"
"RRF004",2022-04-20,"Urine",0,133,"Before"
"RRF004",2022-04-29,"Urine",0,138,"Before"
"RRF004",2022-04-30,"Urine",0,133,"Before"
"RRF004",2022-05-01,"Urine",0,128,"Before"
"RRF004",2022-05-03,"Urine",0,131,"Before"
"RRF004",2022-05-05,"Urine",0,135,"Before"
"RRF004",2022-05-08,"Urine",0,129,"Before"
"RRF004",2022-05-10,"Urine",0,128.25,"Before"
"RRF004",2022-05-13,"Urine",0,134,"Before"
"RRF004",2022-06-14,"Urine",0,138,"Before"
"RRF004",2022-06-21,"Urine",0,145,"Before"
"RRF004",2022-06-28,"Urine",0,148,"Before"
"RRF004",2022-07-12,"Urine",0,162,"Before"
"RRF004",2022-07-19,"Urine",0,168,"Before"
"RRF004",2022-07-26,"Urine",0,166,"Before"
"RRF004",2022-08-01,"Urine",0,135,"Before"
"RRF004",2022-08-07,"Urine",0,134,"Before"
"RRF004",2022-08-08,"Urine",0,133,"Before"
"RRF004",2022-08-16,"Urine",0,125,"Before"
"RRF004",2022-08-21,"Urine",0,128,"Before"
"RRF004",2022-11-16,"Urine",0,120,"Before"
"RRF004",2022-11-22,"Urine",0,130.5,"Before"
"RRF004",2022-11-29,"Urine",0,140,"Before"
"RRF004",2022-12-06,"Urine",0,146,"Before"
"RRF004",2022-12-13,"Urine",0,146,"Before"
"RRF004",2022-12-20,"Urine",0,153.5,"Before"
"RRF004",2023-01-04,"Urine",0,168,"Before"
"RRF004",2023-01-11,"Urine",0,164,"Before"
"RRF004",2023-01-12,"Urine",0,129,"Before"
"RRF004",2023-01-24,"Urine",0,131,"Before"
"RRF004",2023-02-01,"Urine",0,135,"Before"
"RRF004",2023-02-08,"Urine",0,128,"Before"
"RRF004",2023-02-15,"Urine",0,127,"Before"
"RRF004",2023-02-22,"Urine",0,125,"Before"
"RRF004",2023-03-16,"Urine",0,138,"Before"
"RRF004",2023-03-23,"Urine",0,144,"Before"
"RRF004",2023-03-30,"Urine",0,153,"Before"
"RRF004",2023-04-06,"Urine",0,159,"Before"
"RRF004",2023-04-20,"Urine",0,164,"Before"
"RRF004",2023-04-28,"Urine",0,143,"Before"
"ARM003",2021-09-23,"Urine",0,169,"Before"
"ARM003",2021-09-26,"Urine",0,175,"Before"
"ARM003",2021-10-07,"Urine",0,167,"Before"
"ARM003",2021-10-20,"Urine",0,171,"Before"
"ARM003",2021-11-06,"Urine",0,168,"Before"
"ARM003",2022-01-20,"Urine",0,189,"Before"
"ARM003",2022-02-02,"Urine",0,193,"Before"
"ARM003",2022-02-15,"Urine",0,198,"Before"
"ARM003",2022-02-28,"Urine",0,181,"Before"
"ARM003",2022-03-14,"Urine",0,185,"Before"
"ARM003",2022-05-14,"Urine",0,176,"Before"
"ARM003",2022-09-11,"Urine",0,178,"Before"
"ARM003",2022-09-14,"Urine",0,179,"Before"
"ARM003",2023-03-19,"Urine",0,167,"Before"
"ARM003",2023-03-26,"Urine",0,167,"Before"
"CUF012",2022-01-03,"Urine",0,145,"Before"
"CUF012",2022-01-18,"Urine",0,131,"Before"
"CUF012",2022-01-22,"Urine",0,138,"Before"
"CUF012",2022-01-24,"Urine",0,142,"Before"
"CUF012",2022-01-27,"Urine",0,134,"Before"
"CUF012",2022-01-30,"Urine",0,139,"Before"
"CUF012",2022-02-02,"Urine",0,138,"Before"
"CUF012",2022-02-05,"Urine",0,131,"Before"
"CUF012",2022-02-07,"Urine",0,139,"Before"
"CUF012",2022-02-10,"Urine",0,137,"Before"
"CUF012",2022-02-13,"Urine",0,138,"Before"
"CUF012",2022-02-16,"Urine",0,133,"Before"
"CUF012",2022-02-17,"Urine",0,134,"Before"
"CUF012",2022-02-19,"Urine",0,130,"Before"
"CUF012",2022-02-21,"Urine",0,137,"Before"
"CUF012",2022-02-23,"Urine",0,139,"Before"
"CUF012",2022-02-25,"Urine",0,135.666666666667,"Before"
"CUF012",2022-02-27,"Urine",0,141,"Before"
"CUF012",2022-03-02,"Urine",0,132,"Before"
"CUF012",2023-01-12,"Urine",0,152,"Before"
"CUF012",2023-01-15,"Urine",0,162,"Before"
"CUF012",2023-01-18,"Urine",0,160,"Before"
"CUF012",2023-02-01,"Urine",0,159,"Before"
"CUF012",2023-02-08,"Urine",0,160,"Before"
"CUF012",2023-02-15,"Urine",0,165,"Before"
"CUF012",2023-02-21,"Urine",0,162,"Before"
"CUF031",2022-01-03,"Urine",0,118,"Before"
"CUF031",2022-01-18,"Urine",0,119,"Before"
"CUF031",2022-01-22,"Urine",0,116,"Before"
"CUF031",2022-01-24,"Urine",0,120,"Before"
"CUF031",2022-01-27,"Urine",0,118,"Before"
"CUF031",2022-01-30,"Urine",0,120,"Before"
"CUF031",2022-02-02,"Urine",0,116,"Before"
"CUF031",2022-02-05,"Urine",0,123,"Before"
"CUF031",2022-02-07,"Urine",0,124,"Before"
"CUF031",2022-02-10,"Urine",0,124,"Before"
"CUF031",2022-02-13,"Urine",0,130,"Before"
"CUF031",2022-02-16,"Urine",0,122,"Before"
"CUF031",2022-02-17,"Urine",0,123,"Before"
"CUF031",2022-02-18,"Urine",0,126,"Before"
"CUF031",2022-02-19,"Urine",0,124,"Before"
"CUF031",2022-02-21,"Urine",0,123,"Before"
"CUF031",2022-02-23,"Urine",0,126,"Before"
"CUF031",2022-02-25,"Urine",0,125.5,"Before"
"CUF031",2022-02-26,"Urine",0,123,"Before"
"CUF031",2022-02-27,"Urine",0,118,"Before"
"CUF031",2022-03-02,"Urine",0,120,"Before"
"CUF031",2022-03-04,"Urine",0,118,"Before"
"CUF031",2022-03-06,"Urine",0,122,"Before"
"CUF031",2022-03-14,"Urine",0,120,"Before"
"CUF031",2022-03-21,"Urine",0,125,"Before"
"CUF031",2022-03-28,"Urine",0,125,"Before"
"CUF031",2022-04-04,"Urine",0,122.5,"Before"
"CUF031",2022-04-06,"Urine",0,120,"Before"
"CUF031",2022-04-13,"Urine",0,126,"Before"
"CUF031",2022-04-19,"Urine",0,124.5,"Before"
"CUF031",2022-04-26,"Urine",0,134,"Before"
"CUF031",2022-05-03,"Urine",0,134,"Before"
"CUF031",2022-05-11,"Urine",0,139,"Before"
"CUF031",2022-05-17,"Urine",0,138,"Before"
"CUF031",2022-05-24,"Urine",0,118,"Before"
"CUF031",2022-05-30,"Urine",0,116,"Before"
