"Sampling_Cat","ExperimentalGroup","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount","NextParturition_ParturitionDayDiff","GestationStatus_Trimester","UrineDate","UrineNumber","DOP"
"NoEviction","Tusker","KBF006","Queen","F","Helper","InGroup",NA,670,642,NA,630,NA,NA,"NotPregnant",2023-11-19,39645,NA
"NoEviction","Tusker","KBF006","Queen","F","Helper","InGroup",NA,682,654,NA,642,NA,NA,"NotPregnant",2023-12-01,39797,NA
"NoEviction","Tusker","KBF006","Queen","F","Helper","InGroup",NA,698,670,NA,658,NA,NA,"NotPregnant",2023-12-17,39954,NA
"NoEviction","Tusker","KBF006","Queen","F","Helper","InGroup",NA,710,682,NA,670,NA,NA,"NotPregnant",2023-12-29,40076,NA
"NoEviction","Tusker","KBF006","Queen","F","Helper","InGroup",NA,724,696,NA,684,NA,NA,"NotPregnant",2024-01-12,40195,NA
"NoEviction","Tusker","KBF006","Queen","F","Helper","InGroup",NA,738,710,NA,698,NA,NA,"NotPregnant",2024-01-26,40358,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-74,-102,-254,-192,3,-10,"ThirdTrimester",2022-01-16,30951,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-63,-91,-243,-181,4,-266,"NotPregnant",2022-01-27,31080,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-54,-82,-234,-172,4,-257,"NotPregnant",2022-02-05,31166,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-52,-80,-232,-170,4,-255,"NotPregnant",2022-02-07,31181,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-50,-78,-230,-168,4,-253,"NotPregnant",2022-02-09,31207,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-44,-72,-224,-162,4,-247,"NotPregnant",2022-02-15,31281,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-42,-70,-222,-160,4,-245,"NotPregnant",2022-02-17,31314,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-30,-58,-210,-148,4,-233,"NotPregnant",2022-03-01,31455,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-28,-56,-208,-146,4,-231,"NotPregnant",2022-03-03,31475,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-26,-54,-206,-144,4,-229,"NotPregnant",2022-03-05,31504,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-24,-52,-204,-142,4,-227,"NotPregnant",2022-03-07,31537,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-22,-50,-202,-140,4,-225,"NotPregnant",2022-03-09,31567,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-20,-48,-200,-138,4,-223,"NotPregnant",2022-03-11,31590,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-18,-46,-198,-136,4,-221,"NotPregnant",2022-03-13,31624,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-16,-44,-196,-134,4,-219,"NotPregnant",2022-03-15,31643,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-14,-42,-194,-132,4,-217,"NotPregnant",2022-03-17,31669,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-12,-40,-192,-130,4,-215,"NotPregnant",2022-03-19,31696,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-10,-38,-190,-128,4,-213,"NotPregnant",2022-03-21,31727,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-8,-36,-188,-126,4,-211,"NotPregnant",2022-03-23,31747,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-6,-34,-186,-124,4,-209,"NotPregnant",2022-03-25,31772,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-4,-32,-184,-122,4,-207,"NotPregnant",2022-03-27,31791,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,-1,-29,-181,-119,4,-204,"NotPregnant",2022-03-30,31829,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,0,-28,-180,-118,4,-203,"NotPregnant",2022-03-31,31843,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,2,-26,-178,-116,4,-201,"NotPregnant",2022-04-02,31866,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,4,-24,-176,-114,4,-199,"NotPregnant",2022-04-04,31894,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,6,-22,-174,-112,4,-197,"NotPregnant",2022-04-06,31926,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,9,-19,-171,-109,4,-194,"NotPregnant",2022-04-09,31977,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,12,-16,-168,-106,4,-191,"NotPregnant",2022-04-12,32018,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,16,-12,-164,-102,4,-187,"NotPregnant",2022-04-16,32066,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,19,-9,-161,-99,4,-184,"NotPregnant",2022-04-19,32093,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,23,-5,-157,-95,4,-180,"NotPregnant",2022-04-23,32151,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,25,-3,-155,-93,4,-178,"NotPregnant",2022-04-25,32179,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,29,1,-151,-89,4,-174,"NotPregnant",2022-04-29,32227,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,30,2,-150,-88,4,-173,"NotPregnant",2022-04-30,32252,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,31,3,-149,-87,4,-172,"NotPregnant",2022-05-01,32260,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,33,5,-147,-85,4,-170,"NotPregnant",2022-05-03,32286,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,35,7,-145,-83,4,-168,"NotPregnant",2022-05-05,32312,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,38,10,-142,-80,4,-165,"NotPregnant",2022-05-08,32356,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,43,15,-137,-75,4,-160,"NotPregnant",2022-05-13,32421,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,45,17,-135,-73,4,-158,"NotPregnant",2022-05-15,32455,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,48,20,-132,-70,4,-155,"NotPregnant",2022-05-18,32497,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,50,22,-130,-68,4,-153,"NotPregnant",2022-05-20,32525,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,57,29,-123,-61,4,-146,"NotPregnant",2022-05-27,32618,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,65,37,-115,-53,4,-138,"NotPregnant",2022-06-04,32720,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,73,45,-107,-45,4,-130,"NotPregnant",2022-06-12,32812,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,80,52,-100,-38,4,-123,"NotPregnant",2022-06-19,32907,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,87,59,-93,-31,4,-116,"NotPregnant",2022-06-26,33014,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,94,66,-86,-24,4,-109,"NotPregnant",2022-07-03,33118,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,102,74,-78,-16,4,-101,"NotPregnant",2022-07-11,33238,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,108,80,-72,-10,4,-95,"Conception",2022-07-17,33328,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,116,88,-64,-2,4,-87,"FirstTrimester",2022-07-25,33444,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,122,94,-58,4,4,-81,"FirstTrimester",2022-07-31,33527,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,129,101,-51,11,4,-74,"FirstTrimester",2022-08-07,33632,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,136,108,-44,18,4,-67,"FirstTrimester",2022-08-14,33730,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,143,115,-37,25,4,-60,"FirstTrimester",2022-08-21,33841,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,150,122,-30,32,4,-53,"SecondTrimester",2022-08-28,33931,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,157,129,-23,39,4,-46,"SecondTrimester",2022-09-04,34030,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,159,131,-21,41,4,-44,"SecondTrimester",2022-09-06,34064,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,164,136,-16,46,4,-39,"SecondTrimester",2022-09-11,34128,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,171,143,-9,53,4,-32,"SecondTrimester",2022-09-18,34243,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,178,150,-2,60,4,-25,"ThirdTrimester",2022-09-25,34336,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,181,153,1,63,4,-22,"ThirdTrimester",2022-09-28,34380,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,183,155,3,65,4,-20,"ThirdTrimester",2022-09-30,34398,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,185,157,5,67,4,-18,"ThirdTrimester",2022-10-02,34433,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,187,159,7,69,4,-16,"ThirdTrimester",2022-10-04,34460,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,189,161,9,71,4,-14,"ThirdTrimester",2022-10-06,34490,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,192,164,12,74,4,-11,"ThirdTrimester",2022-10-09,34534,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,194,166,14,76,4,-9,"ThirdTrimester",2022-10-11,34564,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,207,179,27,89,NA,NA,"NotPregnant",2022-10-24,34744,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,210,182,30,92,NA,NA,"NotPregnant",2022-10-27,34788,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,218,190,38,100,NA,NA,"NotPregnant",2022-11-04,34892,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,273,245,93,155,NA,NA,"NotPregnant",2022-12-29,35583,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,287,259,107,169,NA,NA,"NotPregnant",2023-01-12,35756,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,290,262,110,172,NA,NA,"NotPregnant",2023-01-15,35808,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,293,265,113,175,NA,NA,"NotPregnant",2023-01-18,35849,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,300,272,120,182,NA,NA,"NotPregnant",2023-01-25,35956,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,307,279,127,189,NA,NA,"NotPregnant",2023-02-01,36046,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,314,286,134,196,NA,NA,"NotPregnant",2023-02-08,36144,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,321,293,141,203,NA,NA,"NotPregnant",2023-02-15,36249,NA
"Slow_Conc","BlackLabel","Z3F043","Queen","F","Breeder","Evictee",2022-09-27,327,299,147,209,NA,NA,"NotPregnant",2023-02-21,36338,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,-74,-102,-254,-259,1,-344,"PreFirstConception",2022-01-16,30956,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,-45,-73,-225,-230,1,-315,"PreFirstConception",2022-02-14,31279,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,-10,-38,-190,-195,1,-280,"PreFirstConception",2022-03-21,31728,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,0,-28,-180,-185,1,-270,"PreFirstConception",2022-03-31,31839,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,2,-26,-178,-183,1,-268,"PreFirstConception",2022-04-02,31872,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,4,-24,-176,-181,1,-266,"PreFirstConception",2022-04-04,31899,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,6,-22,-174,-179,1,-264,"PreFirstConception",2022-04-06,31929,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,9,-19,-171,-176,1,-261,"PreFirstConception",2022-04-09,31976,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,12,-16,-168,-173,1,-258,"PreFirstConception",2022-04-12,32022,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,16,-12,-164,-169,1,-254,"PreFirstConception",2022-04-16,32065,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,19,-9,-161,-166,1,-251,"PreFirstConception",2022-04-19,32099,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,23,-5,-157,-162,1,-247,"PreFirstConception",2022-04-23,32158,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,25,-3,-155,-160,1,-245,"PreFirstConception",2022-04-25,32178,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,29,1,-151,-156,1,-241,"PreFirstConception",2022-04-29,32221,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,30,2,-150,-155,1,-240,"PreFirstConception",2022-04-30,32250,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,31,3,-149,-154,1,-239,"PreFirstConception",2022-05-01,32262,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,33,5,-147,-152,1,-237,"PreFirstConception",2022-05-03,32287,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,35,7,-145,-150,1,-235,"PreFirstConception",2022-05-05,32325,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,38,10,-142,-147,1,-232,"PreFirstConception",2022-05-08,32355,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,43,15,-137,-142,1,-227,"PreFirstConception",2022-05-13,32438,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,45,17,-135,-140,1,-225,"PreFirstConception",2022-05-15,32456,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,48,20,-132,-137,1,-222,"PreFirstConception",2022-05-18,32501,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,50,22,-130,-135,1,-220,"PreFirstConception",2022-05-20,32526,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,57,29,-123,-128,1,-213,"PreFirstConception",2022-05-27,32625,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,65,37,-115,-120,1,-205,"PreFirstConception",2022-06-04,32721,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,73,45,-107,-112,1,-197,"PreFirstConception",2022-06-12,32813,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,80,52,-100,-105,1,-190,"PreFirstConception",2022-06-19,32916,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,87,59,-93,-98,1,-183,"PreFirstConception",2022-06-26,33013,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,94,66,-86,-91,1,-176,"PreFirstConception",2022-07-03,33119,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,102,74,-78,-83,1,-168,"PreFirstConception",2022-07-11,33237,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,108,80,-72,-77,1,-162,"PreFirstConception",2022-07-17,33330,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,116,88,-64,-69,1,-154,"PreFirstConception",2022-07-25,33450,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,122,94,-58,-63,1,-148,"PreFirstConception",2022-07-31,33533,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,129,101,-51,-56,1,-141,"PreFirstConception",2022-08-07,33636,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,136,108,-44,-49,1,-134,"PreFirstConception",2022-08-14,33743,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,143,115,-37,-42,1,-127,"PreFirstConception",2022-08-21,33844,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,150,122,-30,-35,1,-120,"PreFirstConception",2022-08-28,33930,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,157,129,-23,-28,1,-113,"PreFirstConception",2022-09-04,34036,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,164,136,-16,-21,1,-106,"PreFirstConception",2022-09-11,34142,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,171,143,-9,-14,1,-99,"Conception",2022-09-18,34240,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,178,150,-2,-7,1,-92,"Conception",2022-09-25,34337,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,181,153,1,-4,1,-89,"Conception",2022-09-28,34379,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,183,155,3,-2,1,-87,"FirstTrimester",2022-09-30,34407,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,185,157,5,0,1,-85,"FirstTrimester",2022-10-02,34437,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,187,159,7,2,1,-83,"FirstTrimester",2022-10-04,34462,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,189,161,9,4,1,-81,"FirstTrimester",2022-10-06,34489,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,192,164,12,7,1,-78,"FirstTrimester",2022-10-09,34539,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,194,166,14,9,1,-76,"FirstTrimester",2022-10-11,34570,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,206,178,26,21,1,-64,"FirstTrimester",2022-10-23,34739,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,208,180,28,23,1,-62,"FirstTrimester",2022-10-25,34764,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,213,185,33,28,1,-57,"SecondTrimester",2022-10-30,34830,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,220,192,40,35,1,-50,"SecondTrimester",2022-11-06,34917,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,227,199,47,42,1,-43,"SecondTrimester",2022-11-13,34995,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,234,206,54,49,1,-36,"SecondTrimester",2022-11-20,35071,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,239,211,59,54,1,-31,"SecondTrimester",2022-11-25,35142,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,248,220,68,63,1,-22,"ThirdTrimester",2022-12-04,35272,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,255,227,75,70,1,-15,"ThirdTrimester",2022-12-11,35375,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,264,236,84,79,1,-6,"ThirdTrimester",2022-12-20,35498,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,267,239,87,82,1,-3,"ThirdTrimester",2022-12-23,35532,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,273,245,93,88,2,-165,"NotPregnant",2022-12-29,35575,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,278,250,98,93,2,-160,"NotPregnant",2023-01-03,35635,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,286,258,106,101,2,-152,"NotPregnant",2023-01-11,35746,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,325,297,145,140,2,-113,"NotPregnant",2023-02-19,36312,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,391,363,211,206,2,-47,"SecondTrimester",2023-04-26,37257,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,398,370,218,213,2,-40,"SecondTrimester",2023-05-03,37317,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,439,411,259,254,3,-104,"NotPregnant",2023-06-13,37909,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,452,424,272,267,3,-91,"Conception",2023-06-26,38078,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,459,431,279,274,3,-84,"FirstTrimester",2023-07-03,38169,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,473,445,293,288,3,-70,"FirstTrimester",2023-07-17,38320,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,480,452,300,295,3,-63,"FirstTrimester",2023-07-24,38395,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,483,455,303,298,3,-60,"FirstTrimester",2023-07-27,38422,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,487,459,307,302,3,-56,"SecondTrimester",2023-07-31,38436,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,494,466,314,309,3,-49,"SecondTrimester",2023-08-07,38508,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,501,473,321,316,3,-42,"SecondTrimester",2023-08-14,38580,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,508,480,328,323,3,-35,"SecondTrimester",2023-08-21,38671,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,515,487,335,330,3,-28,"ThirdTrimester",2023-08-28,38748,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,524,496,344,339,3,-19,"ThirdTrimester",2023-09-06,38821,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,529,501,349,344,3,-14,"ThirdTrimester",2023-09-11,38873,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,538,510,358,353,3,-5,"ThirdTrimester",2023-09-20,39004,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,545,517,365,360,NA,NA,"NotPregnant",2023-09-27,39102,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,551,523,371,366,NA,NA,"NotPregnant",2023-10-03,39146,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,566,538,386,381,NA,NA,"NotPregnant",2023-10-18,39299,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,580,552,400,395,NA,NA,"NotPregnant",2023-11-01,39432,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,594,566,414,409,NA,NA,"NotPregnant",2023-11-15,39611,NA
"Slow_Conc","BlackLabel","TMF002","Queen","F","Helper","Evictor",2022-09-27,608,580,428,423,NA,NA,"NotPregnant",2023-11-29,39773,NA
"Rapid_Conc","BlueMoon","WAF041","Sub","F","Helper","Evictor",2022-05-01,-44,-72,-75,-85,1,-170,"PreFirstConception",2022-02-15,31289,NA
"Rapid_Conc","BlueMoon","WAF041","Sub","F","Helper","Evictor",2022-05-01,0,-28,-31,-41,1,-126,"PreFirstConception",2022-03-31,31845,NA
