"Sampling_Cat","ExperimentalGroup","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount","NextParturition_ParturitionDayDiff","GestationStatus_Trimester","UrineDate","UrineNumber","DOP"
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,-15,-43,-64,-95,1,-180,"PreFirstConception",2022-01-03,30791,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,-9,-37,-58,-89,1,-174,"PreFirstConception",2022-01-09,30869,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,-5,-33,-54,-85,1,-170,"PreFirstConception",2022-01-13,30914,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,0,-28,-49,-80,1,-165,"PreFirstConception",2022-01-18,30970,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,4,-24,-45,-76,1,-161,"PreFirstConception",2022-01-22,31023,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,6,-22,-43,-74,1,-159,"PreFirstConception",2022-01-24,31040,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,9,-19,-40,-71,1,-156,"PreFirstConception",2022-01-27,31076,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,12,-16,-37,-68,1,-153,"PreFirstConception",2022-01-30,31101,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,15,-13,-34,-65,1,-150,"PreFirstConception",2022-02-02,31135,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,18,-10,-31,-62,1,-147,"PreFirstConception",2022-02-05,31160,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,20,-8,-29,-60,1,-145,"PreFirstConception",2022-02-07,31178,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,23,-5,-26,-57,1,-142,"PreFirstConception",2022-02-10,31219,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,26,-2,-23,-54,1,-139,"PreFirstConception",2022-02-13,31259,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,29,1,-20,-51,1,-136,"PreFirstConception",2022-02-16,31293,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,31,3,-18,-49,1,-134,"PreFirstConception",2022-02-18,31320,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,33,5,-16,-47,1,-132,"PreFirstConception",2022-02-20,31344,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,35,7,-14,-45,1,-130,"PreFirstConception",2022-02-22,31368,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,37,9,-12,-43,1,-128,"PreFirstConception",2022-02-24,31395,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,39,11,-10,-41,1,-126,"PreFirstConception",2022-02-26,31418,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,41,13,-8,-39,1,-124,"PreFirstConception",2022-02-28,31442,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,43,15,-6,-37,1,-122,"PreFirstConception",2022-03-02,31466,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,45,17,-4,-35,1,-120,"PreFirstConception",2022-03-04,31491,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,47,19,-2,-33,1,-118,"PreFirstConception",2022-03-06,31519,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,48,20,-1,-32,1,-117,"PreFirstConception",2022-03-07,31536,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,50,22,1,-30,1,-115,"PreFirstConception",2022-03-09,31563,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,52,24,3,-28,1,-113,"PreFirstConception",2022-03-11,31588,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,55,27,6,-25,1,-110,"PreFirstConception",2022-03-14,31628,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,62,34,13,-18,1,-103,"PreFirstConception",2022-03-21,31723,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,64,36,15,-16,1,-101,"PreFirstConception",2022-03-23,31745,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,69,41,20,-11,1,-96,"Conception",2022-03-28,31801,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,76,48,27,-4,1,-89,"Conception",2022-04-04,31898,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,85,57,36,5,1,-80,"FirstTrimester",2022-04-13,32031,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,113,85,64,33,1,-52,"SecondTrimester",2022-05-11,32399,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,120,92,71,40,1,-45,"SecondTrimester",2022-05-18,32496,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,127,99,78,47,1,-38,"SecondTrimester",2022-05-25,32594,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,134,106,85,54,1,-31,"SecondTrimester",2022-06-01,32675,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,141,113,92,61,1,-24,"ThirdTrimester",2022-06-08,32763,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,147,119,98,67,1,-18,"ThirdTrimester",2022-06-14,32836,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,155,127,106,75,1,-10,"ThirdTrimester",2022-06-22,32952,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,167,139,118,87,2,-177,"NotPregnant",2022-07-04,33135,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,173,145,124,93,2,-171,"NotPregnant",2022-07-10,33219,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,180,152,131,100,2,-164,"NotPregnant",2022-07-17,33324,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,187,159,138,107,2,-157,"NotPregnant",2022-07-24,33432,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,194,166,145,114,2,-150,"NotPregnant",2022-07-31,33528,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,208,180,159,128,2,-136,"NotPregnant",2022-08-14,33733,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,232,204,183,152,2,-112,"NotPregnant",2022-09-07,34075,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,302,274,253,222,2,-42,"SecondTrimester",2022-11-16,35034,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,308,280,259,228,2,-36,"SecondTrimester",2022-11-22,35104,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,315,287,266,235,2,-29,"ThirdTrimester",2022-11-29,35201,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,322,294,273,242,2,-22,"ThirdTrimester",2022-12-06,35305,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,329,301,280,249,2,-15,"ThirdTrimester",2022-12-13,35400,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,336,308,287,256,2,-8,"ThirdTrimester",2022-12-20,35494,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,344,316,295,264,NA,NA,"NotPregnant",2022-12-28,35560,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,345,317,296,265,NA,NA,"NotPregnant",2022-12-29,35578,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,365,337,316,285,NA,NA,"NotPregnant",2023-01-18,35845,NA
"Rapid_PreFirst","DarlingBrew","RRF006","Sub","F","Helper","Evictor",2022-03-08,434,406,385,354,NA,NA,"NotPregnant",2023-03-28,36838,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,-15,-43,-64,NA,NA,NA,"NotPregnant",2022-01-03,30792,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,-9,-37,-58,NA,NA,NA,"NotPregnant",2022-01-09,30871,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,-5,-33,-54,NA,NA,NA,"NotPregnant",2022-01-13,30922,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,0,-28,-49,NA,NA,NA,"NotPregnant",2022-01-18,30971,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,4,-24,-45,NA,NA,NA,"NotPregnant",2022-01-22,31026,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,6,-22,-43,NA,NA,NA,"NotPregnant",2022-01-24,31041,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,9,-19,-40,NA,NA,NA,"NotPregnant",2022-01-27,31077,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,12,-16,-37,NA,NA,NA,"NotPregnant",2022-01-30,31100,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,15,-13,-34,NA,NA,NA,"NotPregnant",2022-02-02,31133,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,18,-10,-31,NA,NA,NA,"NotPregnant",2022-02-05,31161,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,20,-8,-29,NA,NA,NA,"NotPregnant",2022-02-07,31182,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,23,-5,-26,NA,NA,NA,"NotPregnant",2022-02-10,31222,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,26,-2,-23,NA,NA,NA,"NotPregnant",2022-02-13,31260,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,29,1,-20,NA,NA,NA,"NotPregnant",2022-02-16,31292,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,31,3,-18,NA,NA,NA,"NotPregnant",2022-02-18,31319,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,33,5,-16,NA,NA,NA,"NotPregnant",2022-02-20,31343,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,35,7,-14,NA,NA,NA,"NotPregnant",2022-02-22,31369,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,37,9,-12,NA,NA,NA,"NotPregnant",2022-02-24,31394,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,39,11,-10,NA,NA,NA,"NotPregnant",2022-02-26,31421,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,41,13,-8,NA,NA,NA,"NotPregnant",2022-02-28,31443,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,43,15,-6,NA,NA,NA,"NotPregnant",2022-03-02,31469,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,45,17,-4,NA,NA,NA,"NotPregnant",2022-03-04,31490,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,47,19,-2,NA,NA,NA,"NotPregnant",2022-03-06,31518,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,48,20,-1,NA,NA,NA,"NotPregnant",2022-03-07,31535,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,50,22,1,NA,NA,NA,"NotPregnant",2022-03-09,31562,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,52,24,3,NA,NA,NA,"NotPregnant",2022-03-11,31589,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,55,27,6,NA,NA,NA,"NotPregnant",2022-03-14,31627,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,64,36,15,NA,NA,NA,"NotPregnant",2022-03-23,31746,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,144,116,95,NA,NA,NA,"NotPregnant",2022-06-11,32799,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,196,168,147,NA,NA,NA,"NotPregnant",2022-08-02,33559,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,232,204,183,NA,NA,NA,"NotPregnant",2022-09-07,34070,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,359,331,310,NA,NA,NA,"NotPregnant",2023-01-12,35757,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,362,334,313,NA,NA,NA,"NotPregnant",2023-01-15,35803,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,365,337,316,NA,NA,NA,"NotPregnant",2023-01-18,35855,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,372,344,323,NA,NA,NA,"NotPregnant",2023-01-25,35955,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,379,351,330,NA,NA,NA,"NotPregnant",2023-02-01,36043,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,386,358,337,NA,NA,NA,"NotPregnant",2023-02-08,36147,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,393,365,344,NA,NA,NA,"NotPregnant",2023-02-15,36244,NA
"Rapid_PreFirst","DarlingBrew","RRF010","Sub","F","Helper","Evictee",2022-03-08,399,371,350,NA,NA,NA,"NotPregnant",2023-02-21,36333,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-65,-93,-165,-123,7,-39,"SecondTrimester",2021-11-14,30292,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-57,-85,-157,-115,7,-31,"SecondTrimester",2021-11-22,30377,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-25,-53,-125,-83,8,-168,"NotPregnant",2021-12-24,30731,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-15,-43,-115,-73,8,-158,"NotPregnant",2022-01-03,30793,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-13,-41,-113,-71,8,-156,"NotPregnant",2022-01-05,30814,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-9,-37,-109,-67,8,-152,"NotPregnant",2022-01-09,30874,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-5,-33,-105,-63,8,-148,"NotPregnant",2022-01-13,30918,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,-2,-30,-102,-60,8,-145,"NotPregnant",2022-01-16,30954,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,0,-28,-100,-58,8,-143,"NotPregnant",2022-01-18,30974,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,4,-24,-96,-54,8,-139,"NotPregnant",2022-01-22,31025,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,6,-22,-94,-52,8,-137,"NotPregnant",2022-01-24,31043,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,9,-19,-91,-49,8,-134,"NotPregnant",2022-01-27,31083,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,12,-16,-88,-46,8,-131,"NotPregnant",2022-01-30,31104,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,15,-13,-85,-43,8,-128,"NotPregnant",2022-02-02,31143,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,18,-10,-82,-40,8,-125,"NotPregnant",2022-02-05,31158,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,20,-8,-80,-38,8,-123,"NotPregnant",2022-02-07,31183,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,23,-5,-77,-35,8,-120,"NotPregnant",2022-02-10,31218,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,26,-2,-74,-32,8,-117,"NotPregnant",2022-02-13,31261,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,29,1,-71,-29,8,-114,"NotPregnant",2022-02-16,31297,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,31,3,-69,-27,8,-112,"NotPregnant",2022-02-18,31317,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,33,5,-67,-25,8,-110,"NotPregnant",2022-02-20,31342,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,35,7,-65,-23,8,-108,"NotPregnant",2022-02-22,31370,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,37,9,-63,-21,8,-106,"NotPregnant",2022-02-24,31393,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,39,11,-61,-19,8,-104,"NotPregnant",2022-02-26,31422,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,41,13,-59,-17,8,-102,"NotPregnant",2022-02-28,31440,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,43,15,-57,-15,8,-100,"Conception",2022-03-02,31468,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,45,17,-55,-13,8,-98,"Conception",2022-03-04,31492,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,47,19,-53,-11,8,-96,"Conception",2022-03-06,31521,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,48,20,-52,-10,8,-95,"Conception",2022-03-07,31538,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,55,27,-45,-3,8,-88,"FirstTrimester",2022-03-14,31630,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,62,34,-38,4,8,-81,"FirstTrimester",2022-03-21,31729,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,69,41,-31,11,8,-74,"FirstTrimester",2022-03-28,31807,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,76,48,-24,18,8,-67,"FirstTrimester",2022-04-04,31891,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,85,57,-15,27,8,-58,"SecondTrimester",2022-04-13,32035,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,92,64,-8,34,8,-51,"SecondTrimester",2022-04-20,32108,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,98,70,-2,40,8,-45,"SecondTrimester",2022-04-26,32193,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,102,74,2,44,8,-41,"SecondTrimester",2022-04-30,32248,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,103,75,3,45,8,-40,"SecondTrimester",2022-05-01,32259,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,105,77,5,47,8,-38,"SecondTrimester",2022-05-03,32298,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,107,79,7,49,8,-36,"SecondTrimester",2022-05-05,32316,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,110,82,10,52,8,-33,"SecondTrimester",2022-05-08,32358,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,112,84,12,54,8,-31,"SecondTrimester",2022-05-10,32393,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,115,87,15,57,8,-28,"ThirdTrimester",2022-05-13,32437,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,120,92,20,62,8,-23,"ThirdTrimester",2022-05-18,32495,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,127,99,27,69,8,-16,"ThirdTrimester",2022-05-25,32595,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,134,106,34,76,8,-9,"ThirdTrimester",2022-06-01,32684,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,144,116,44,86,NA,NA,"NotPregnant",2022-06-11,32803,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,146,118,46,88,NA,NA,"NotPregnant",2022-06-13,32830,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,151,123,51,93,NA,NA,"NotPregnant",2022-06-18,32898,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,159,131,59,101,NA,NA,"NotPregnant",2022-06-26,33017,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,191,163,91,133,NA,NA,"NotPregnant",2022-07-28,33493,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,198,170,98,140,NA,NA,"NotPregnant",2022-08-04,33589,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,359,331,259,301,NA,NA,"NotPregnant",2023-01-12,35765,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,362,334,262,304,NA,NA,"NotPregnant",2023-01-15,35809,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,365,337,265,307,NA,NA,"NotPregnant",2023-01-18,35848,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,372,344,272,314,NA,NA,"NotPregnant",2023-01-25,35953,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,379,351,279,321,NA,NA,"NotPregnant",2023-02-01,36042,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,386,358,286,328,NA,NA,"NotPregnant",2023-02-08,36150,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,393,365,293,335,NA,NA,"NotPregnant",2023-02-15,36252,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,399,371,299,341,NA,NA,"NotPregnant",2023-02-21,36339,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,414,386,314,356,NA,NA,"NotPregnant",2023-03-08,36547,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,480,452,380,422,NA,NA,"NotPregnant",2023-05-13,37463,NA
"Slow_Conc","Licher","VGF001","Queen","F","Breeder","Evictee",2022-04-28,482,454,382,424,NA,NA,"NotPregnant",2023-05-15,37490,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,-15,-43,-115,-124,1,-209,"PreFirstConception",2022-01-03,30790,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,-9,-37,-109,-118,1,-203,"PreFirstConception",2022-01-09,30873,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,-5,-33,-105,-114,1,-199,"PreFirstConception",2022-01-13,30919,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,0,-28,-100,-109,1,-194,"PreFirstConception",2022-01-18,30972,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,4,-24,-96,-105,1,-190,"PreFirstConception",2022-01-22,31022,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,6,-22,-94,-103,1,-188,"PreFirstConception",2022-01-24,31044,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,9,-19,-91,-100,1,-185,"PreFirstConception",2022-01-27,31078,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,12,-16,-88,-97,1,-182,"PreFirstConception",2022-01-30,31102,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,15,-13,-85,-94,1,-179,"PreFirstConception",2022-02-02,31134,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,18,-10,-82,-91,1,-176,"PreFirstConception",2022-02-05,31159,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,20,-8,-80,-89,1,-174,"PreFirstConception",2022-02-07,31184,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,23,-5,-77,-86,1,-171,"PreFirstConception",2022-02-10,31217,NA
"Slow_Conc","Licher","RRF004","Queen","F","Helper","Evictor",2022-04-28,26,-2,-74,-83,1,-168,"PreFirstConception",2022-02-13,31262,NA
