"Sampling_Cat","ExperimentalGroup","ExperimentalUnit","AnimalID","Treatment","Sex","BS_Original","EvictionStatus","EvictionDate","UrineKingRemoval_DayDiff","UrineLastParturitionOirginalGroup_DayDiff","UrineIsol_DayDiff","UrinePairing_DayDiff","UrineEviction_DayDiff","UrineFirstConception_DayDiff","NextLitter_IndCount_Total","NextLitter_IndCount_Colony","UrineParturition_DayDiff","GestationStatus_Trimester","UrineDate","UrineNumber"
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,32,6,-22,-94,-52,8,1,-137,"NotPregnant",2022-01-24,31043
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,35,9,-19,-91,-49,8,1,-134,"NotPregnant",2022-01-27,31083
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,38,12,-16,-88,-46,8,1,-131,"NotPregnant",2022-01-30,31104
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,41,15,-13,-85,-43,8,1,-128,"NotPregnant",2022-02-02,31143
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,44,18,-10,-82,-40,8,1,-125,"NotPregnant",2022-02-05,31158
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,46,20,-8,-80,-38,8,1,-123,"NotPregnant",2022-02-07,31183
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,49,23,-5,-77,-35,8,1,-120,"NotPregnant",2022-02-10,31218
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,52,26,-2,-74,-32,8,1,-117,"NotPregnant",2022-02-13,31261
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,55,29,1,-71,-29,8,1,-114,"NotPregnant",2022-02-16,31297
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,57,31,3,-69,-27,8,1,-112,"NotPregnant",2022-02-18,31317
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,59,33,5,-67,-25,8,1,-110,"NotPregnant",2022-02-20,31342
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,61,35,7,-65,-23,8,1,-108,"NotPregnant",2022-02-22,31370
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,63,37,9,-63,-21,8,1,-106,"NotPregnant",2022-02-24,31393
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,65,39,11,-61,-19,8,1,-104,"NotPregnant",2022-02-26,31422
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,67,41,13,-59,-17,8,1,-102,"NotPregnant",2022-02-28,31440
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,69,43,15,-57,-15,8,1,-100,"Conception",2022-03-02,31468
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,71,45,17,-55,-13,8,1,-98,"Conception",2022-03-04,31492
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,73,47,19,-53,-11,8,1,-96,"Conception",2022-03-06,31521
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,74,48,20,-52,-10,8,1,-95,"Conception",2022-03-07,31538
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,81,55,27,-45,-3,8,1,-88,"FirstTrimester",2022-03-14,31630
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,88,62,34,-38,4,8,1,-81,"FirstTrimester",2022-03-21,31729
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,95,69,41,-31,11,8,1,-74,"FirstTrimester",2022-03-28,31807
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,102,76,48,-24,18,8,1,-67,"FirstTrimester",2022-04-04,31891
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,111,85,57,-15,27,8,1,-58,"SecondTrimester",2022-04-13,32035
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,118,92,64,-8,34,8,1,-51,"SecondTrimester",2022-04-20,32108
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,124,98,70,-2,40,8,1,-45,"SecondTrimester",2022-04-26,32193
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,128,102,74,2,44,8,1,-41,"SecondTrimester",2022-04-30,32248
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,129,103,75,3,45,8,1,-40,"SecondTrimester",2022-05-01,32259
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,131,105,77,5,47,8,1,-38,"SecondTrimester",2022-05-03,32298
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,133,107,79,7,49,8,1,-36,"SecondTrimester",2022-05-05,32316
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,136,110,82,10,52,8,1,-33,"SecondTrimester",2022-05-08,32358
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,138,112,84,12,54,8,1,-31,"SecondTrimester",2022-05-10,32393
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,141,115,87,15,57,8,1,-28,"ThirdTrimester",2022-05-13,32437
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,146,120,92,20,62,8,1,-23,"ThirdTrimester",2022-05-18,32495
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,153,127,99,27,69,8,1,-16,"ThirdTrimester",2022-05-25,32595
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,160,134,106,34,76,8,1,-9,"ThirdTrimester",2022-06-01,32684
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,170,144,116,44,86,NA,NA,NA,"NotPregnant",2022-06-11,32803
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,172,146,118,46,88,NA,NA,NA,"NotPregnant",2022-06-13,32830
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,177,151,123,51,93,NA,NA,NA,"NotPregnant",2022-06-18,32898
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,185,159,131,59,101,NA,NA,NA,"NotPregnant",2022-06-26,33017
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,217,191,163,91,133,NA,NA,NA,"NotPregnant",2022-07-28,33493
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,224,198,170,98,140,NA,NA,NA,"NotPregnant",2022-08-04,33589
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,385,359,331,259,301,NA,NA,NA,"NotPregnant",2023-01-12,35765
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,388,362,334,262,304,NA,NA,NA,"NotPregnant",2023-01-15,35809
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,391,365,337,265,307,NA,NA,NA,"NotPregnant",2023-01-18,35848
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,398,372,344,272,314,NA,NA,NA,"NotPregnant",2023-01-25,35953
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,405,379,351,279,321,NA,NA,NA,"NotPregnant",2023-02-01,36042
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,412,386,358,286,328,NA,NA,NA,"NotPregnant",2023-02-08,36150
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,419,393,365,293,335,NA,NA,NA,"NotPregnant",2023-02-15,36252
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,425,399,371,299,341,NA,NA,NA,"NotPregnant",2023-02-21,36339
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,440,414,386,314,356,NA,NA,NA,"NotPregnant",2023-03-08,36547
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,506,480,452,380,422,NA,NA,NA,"NotPregnant",2023-05-13,37463
"Slow_Conc","Licher",1,"VGF001","Queen","F","Breeder","Evictee",2022-04-28,NA,508,482,454,382,424,NA,NA,NA,"NotPregnant",2023-05-15,37490
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,-123,-149,-177,-249,-258,1,1,-343,"PreFirstConception",2021-08-22,29291
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,11,-15,-43,-115,-124,1,1,-209,"PreFirstConception",2022-01-03,30790
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,17,-9,-37,-109,-118,1,1,-203,"PreFirstConception",2022-01-09,30873
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,21,-5,-33,-105,-114,1,1,-199,"PreFirstConception",2022-01-13,30919
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,26,0,-28,-100,-109,1,1,-194,"PreFirstConception",2022-01-18,30972
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,30,4,-24,-96,-105,1,1,-190,"PreFirstConception",2022-01-22,31022
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,32,6,-22,-94,-103,1,1,-188,"PreFirstConception",2022-01-24,31044
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,35,9,-19,-91,-100,1,1,-185,"PreFirstConception",2022-01-27,31078
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,38,12,-16,-88,-97,1,1,-182,"PreFirstConception",2022-01-30,31102
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,41,15,-13,-85,-94,1,1,-179,"PreFirstConception",2022-02-02,31134
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,44,18,-10,-82,-91,1,1,-176,"PreFirstConception",2022-02-05,31159
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,46,20,-8,-80,-89,1,1,-174,"PreFirstConception",2022-02-07,31184
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,49,23,-5,-77,-86,1,1,-171,"PreFirstConception",2022-02-10,31217
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,52,26,-2,-74,-83,1,1,-168,"PreFirstConception",2022-02-13,31262
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,55,29,1,-71,-80,1,1,-165,"PreFirstConception",2022-02-16,31296
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,57,31,3,-69,-78,1,1,-163,"PreFirstConception",2022-02-18,31318
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,59,33,5,-67,-76,1,1,-161,"PreFirstConception",2022-02-20,31341
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,61,35,7,-65,-74,1,1,-159,"PreFirstConception",2022-02-22,31371
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,63,37,9,-63,-72,1,1,-157,"PreFirstConception",2022-02-24,31392
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,65,39,11,-61,-70,1,1,-155,"PreFirstConception",2022-02-26,31420
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,67,41,13,-59,-68,1,1,-153,"PreFirstConception",2022-02-28,31439
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,69,43,15,-57,-66,1,1,-151,"PreFirstConception",2022-03-02,31463
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,71,45,17,-55,-64,1,1,-149,"PreFirstConception",2022-03-04,31489
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,73,47,19,-53,-62,1,1,-147,"PreFirstConception",2022-03-06,31522
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,74,48,20,-52,-61,1,1,-146,"PreFirstConception",2022-03-07,31533
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,81,55,27,-45,-54,1,1,-139,"PreFirstConception",2022-03-14,31629
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,88,62,34,-38,-47,1,1,-132,"PreFirstConception",2022-03-21,31724
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,95,69,41,-31,-40,1,1,-125,"PreFirstConception",2022-03-28,31802
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,102,76,48,-24,-33,1,1,-118,"PreFirstConception",2022-04-04,31889
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,111,85,57,-15,-24,1,1,-109,"PreFirstConception",2022-04-13,32030
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,118,92,64,-8,-17,1,1,-102,"PreFirstConception",2022-04-20,32107
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,127,101,73,1,-8,1,1,-93,"Conception",2022-04-29,32219
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,128,102,74,2,-7,1,1,-92,"Conception",2022-04-30,32251
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,129,103,75,3,-6,1,1,-91,"Conception",2022-05-01,32258
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,131,105,77,5,-4,1,1,-89,"Conception",2022-05-03,32284
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,133,107,79,7,-2,1,1,-87,"FirstTrimester",2022-05-05,32317
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,136,110,82,10,1,1,1,-84,"FirstTrimester",2022-05-08,32359
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,138,112,84,12,3,1,1,-82,"FirstTrimester",2022-05-10,32389
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,141,115,87,15,6,1,1,-79,"FirstTrimester",2022-05-13,32427
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,173,147,119,47,38,1,1,-47,"SecondTrimester",2022-06-14,32837
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,180,154,126,54,45,1,1,-40,"SecondTrimester",2022-06-21,32948
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,187,161,133,61,52,1,1,-33,"SecondTrimester",2022-06-28,33043
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,201,175,147,75,66,1,1,-19,"ThirdTrimester",2022-07-12,33247
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,208,182,154,82,73,1,1,-12,"ThirdTrimester",2022-07-19,33354
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,215,189,161,89,80,1,1,-5,"ThirdTrimester",2022-07-26,33464
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,221,195,167,95,86,2,2,-163,"NotPregnant",2022-08-01,33537
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,227,201,173,101,92,2,2,-157,"NotPregnant",2022-08-07,33634
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,228,202,174,102,93,2,2,-156,"NotPregnant",2022-08-08,33649
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,236,210,182,110,101,2,2,-148,"NotPregnant",2022-08-16,33767
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,241,215,187,115,106,2,2,-143,"NotPregnant",2022-08-21,33843
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,328,302,274,202,193,2,2,-56,"SecondTrimester",2022-11-16,35032
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,334,308,280,208,199,2,2,-50,"SecondTrimester",2022-11-22,35103
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,341,315,287,215,206,2,2,-43,"SecondTrimester",2022-11-29,35196
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,348,322,294,222,213,2,2,-36,"SecondTrimester",2022-12-06,35295
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,355,329,301,229,220,2,2,-29,"ThirdTrimester",2022-12-13,35407
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,362,336,308,236,227,2,2,-22,"ThirdTrimester",2022-12-20,35491
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,377,351,323,251,242,2,2,-7,"ThirdTrimester",2023-01-04,35637
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,384,358,330,258,249,3,3,-104,"NotPregnant",2023-01-11,35742
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,385,359,331,259,250,3,3,-103,"NotPregnant",2023-01-12,35760
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,397,371,343,271,262,3,3,-91,"Conception",2023-01-24,35942
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,405,379,351,279,270,3,3,-83,"FirstTrimester",2023-02-01,36037
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,412,386,358,286,277,3,3,-76,"FirstTrimester",2023-02-08,36145
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,419,393,365,293,284,3,3,-69,"FirstTrimester",2023-02-15,36241
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,426,400,372,300,291,3,3,-62,"FirstTrimester",2023-02-22,36351
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,448,422,394,322,313,3,3,-40,"SecondTrimester",2023-03-16,36658
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,455,429,401,329,320,3,3,-33,"SecondTrimester",2023-03-23,36765
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,462,436,408,336,327,3,3,-26,"ThirdTrimester",2023-03-30,36866
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,469,443,415,343,334,3,3,-19,"ThirdTrimester",2023-04-06,36966
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,483,457,429,357,348,3,3,-5,"ThirdTrimester",2023-04-20,37162
"Slow_Conc","Licher",1,"RRF004","Queen","F","Helper","Evictor",2022-04-28,NA,491,465,437,365,356,NA,NA,NA,"NotPregnant",2023-04-28,37272
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,-80,-117,-145,NA,-148,4,4,-80,"FirstTrimester",2021-09-23,29831
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,-77,-114,-142,NA,-145,4,4,-77,"FirstTrimester",2021-09-26,29872
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,-66,-103,-131,NA,-134,4,4,-66,"FirstTrimester",2021-10-07,30020
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,-53,-90,-118,NA,-121,4,4,-53,"SecondTrimester",2021-10-20,30122
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,-36,-73,-101,NA,-104,4,4,-36,"SecondTrimester",2021-11-06,30224
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,1,-36,-64,NA,-67,5,1,-152,"NotPregnant",2021-12-13,30615
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,15,-22,-50,NA,-53,5,1,-138,"NotPregnant",2021-12-27,30748
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,22,-15,-43,NA,-46,5,1,-131,"NotPregnant",2022-01-03,30795
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,24,-13,-41,NA,-44,5,1,-129,"NotPregnant",2022-01-05,30824
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,28,-9,-37,NA,-40,5,1,-125,"NotPregnant",2022-01-09,30872
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,32,-5,-33,NA,-36,5,1,-121,"NotPregnant",2022-01-13,30917
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,35,-2,-30,NA,-33,5,1,-118,"NotPregnant",2022-01-16,30953
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,37,0,-28,NA,-31,5,1,-116,"NotPregnant",2022-01-18,30975
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,41,4,-24,NA,-27,5,1,-112,"NotPregnant",2022-01-22,31028
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,43,6,-22,NA,-25,5,1,-110,"NotPregnant",2022-01-24,31049
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,46,9,-19,NA,-22,5,1,-107,"NotPregnant",2022-01-27,31082
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,49,12,-16,NA,-19,5,1,-104,"NotPregnant",2022-01-30,31107
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,52,15,-13,NA,-16,5,1,-101,"NotPregnant",2022-02-02,31144
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,55,18,-10,NA,-13,5,1,-98,"Conception",2022-02-05,31168
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,57,20,-8,NA,-11,5,1,-96,"Conception",2022-02-07,31187
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,60,23,-5,NA,-8,5,1,-93,"Conception",2022-02-10,31228
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,63,26,-2,NA,-5,5,1,-90,"Conception",2022-02-13,31265
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,66,29,1,NA,-2,5,1,-87,"FirstTrimester",2022-02-16,31301
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,68,31,3,NA,0,5,1,-85,"FirstTrimester",2022-02-18,31323
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,70,33,5,NA,2,5,1,-83,"FirstTrimester",2022-02-20,31348
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,72,35,7,NA,4,5,1,-81,"FirstTrimester",2022-02-22,31373
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,74,37,9,NA,6,5,1,-79,"FirstTrimester",2022-02-24,31403
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,76,39,11,NA,8,5,1,-77,"FirstTrimester",2022-02-26,31424
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,78,41,13,NA,10,5,1,-75,"FirstTrimester",2022-02-28,31444
"NoEviction","Tusker",2,"COF014","Queen","F","Breeder","InGroup",NA,NA,80,43,15,NA,12,5,1,-73,"FirstTrimester",2022-03-02,31472
